Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Baguley, Mark",26y 37d,19 (10-0-9 52.63%),1 (0.05),←,
2,"Bellchambers, Tom",23y 353d,54 (22-1-31 41.67%),34 (0.63),←,
22,"Carlisle, Jake",21y 269d,40 (21-0-19 52.50%),12 (0.30),←,
12,"Crameri, Stewart",24y 321d,53 (29-1-23 55.66%),94 (1.77),←,
29,"Davey, Alwyn",29y 43d,96 (48-1-47 50.52%),118 (1.23),←,
15,"Dempsey, Courtenay",25y 303d,83 (37-2-44 45.78%),21 (0.25),←,
9,"Goddard, Brendon",28y 38d,218 (136-3-79 63.07%),113 (0.52),13 (10-0-3 76.92%),9 (0.69)
21,"Heppell, Dyson",21y 44d,55 (30-1-24 55.45%),12 (0.22),←,
1,"Hibberd, Michael",23y 175d,35 (21-0-14 60.00%),6 (0.17),←,
26,"Hooker, Cale",24y 257d,79 (36-1-42 46.20%),5 (0.06),←,
40,"Howlett, Ben",24y 249d,69 (37-1-31 54.35%),33 (0.48),←,
18,"Hurley, Michael",23y 26d,73 (35-2-36 49.32%),86 (1.18),←,
38,"Kommer, Nick",22y 272d,11 (8-0-3 72.73%),4 (0.36),←,
17,"Melksham, Jake",21y 302d,71 (34-1-36 48.59%),32 (0.45),←,
20,"Merrett, Jackson",20y 120d,9 (7-0-2 77.78%),6 (0.67),←,
23,"Myers, David",23y 362d,58 (29-0-29 50.00%),17 (0.29),←,
16,"Pears, Tayte",23y 95d,61 (27-1-33 45.08%),3 (0.05),←,
30,"Ryder, Paddy",25y 105d,141 (64-3-74 46.45%),93 (0.66),←,
5,"Stanton, Brent",27y 57d,194 (82-3-109 43.04%),124 (0.64),←,
4,"Watson, Jobe",28y 139d,167 (73-3-91 44.61%),93 (0.56),←,
8,"Winderlich, Jason",28y 260d,109 (42-1-66 38.99%),59 (0.54),←,
11,"Zaharakis, David",23y 126d,79 (41-1-37 52.53%),70 (0.89),←,
Totals,Totals,24y 229d,1774 (869-26-879 48.99%),1036 (0.58),,
C,"Hird, James",40y 143d,58 (32-1-25 56.03%),,←,
