Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",26y 231d,72 (40-1-31 56.25%),13 (0.18),38 (19-0-19 50.00%),7 (0.18)
11,"Bowden, Joel",24y 323d,134 (69-0-65 51.49%),124 (0.93),←,
15,"Cameron, Leon",30y 250d,242 (130-3-109 54.34%),101 (0.42),70 (37-0-33 52.86%),33 (0.47)
6,"Chaffey, Mark",26y 4d,108 (53-0-55 49.07%),26 (0.24),←,
24,"Coughlan, Mark",21y 20d,28 (12-0-16 42.86%),17 (0.61),←,
14,"Fiora, Aaron",22y 21d,47 (27-0-20 57.45%),16 (0.34),←,
19,"Fleming, Tim",25y 35d,5 (4-0-1 80.00%),1 (0.20),←,
2,"Gaspar, Darren",26y 355d,172 (80-0-92 46.51%),16 (0.09),151 (73-0-78 48.34%),15 (0.10)
1,"Hilton, Rory",24y 25d,65 (33-0-32 50.77%),44 (0.68),56 (30-0-26 53.57%),41 (0.73)
28,"Johnson, Kane",25y 56d,111 (60-0-51 54.05%),45 (0.41),7 (5-0-2 71.43%),1 (0.14)
39,"Kellaway, Andrew",27y 168d,110 (55-0-55 50.00%),21 (0.19),←,
27,"Krakouer, Andrew",20y 95d,19 (8-0-11 42.11%),21 (1.11),←,
35,"Newman, Chris",20y 357d,20 (8-0-12 40.00%),,←,
26,"Nicholls, Bill",22y 128d,7 (4-0-3 57.14%),6 (0.86),1 (1-0-0 100.00%),1 (1.00)
8,"Pettifer, Kayne",21y 108d,23 (13-0-10 56.52%),16 (0.70),←,
18,"Rodan, David",19y 214d,29 (12-0-17 41.38%),25 (0.86),←,
4,"Rogers, Matthew",29y 166d,186 (100-1-85 54.03%),159 (0.85),←,
25,"Schulz, Jay",18y 22d,1 (1-0-0 100.00%),,←,
10,"Stafford, Greg",28y 256d,153 (73-1-79 48.04%),93 (0.61),23 (11-0-12 47.83%),35 (1.52)
32,"Tivendale, Greg",24y 21d,88 (43-0-45 48.86%),66 (0.75),←,
41,"Vardy, Royce",23y 7d,31 (17-0-14 54.84%),2 (0.06),←,
36,"Zantuck, Ty",21y 84d,39 (16-0-23 41.03%),7 (0.18),←,
Totals,Totals,24y 18d,1690 (858-6-826 50.77%),819 (0.48),,
C,"Frawley, Danny",39y 244d,76 (39-0-37 51.32%),,←,
