Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",7,3,2,9,,,3.0,3.0,,,,,2.0,,,,,,,,,,
15,"Allan, Ben",10,2,5,15,1,2.0,,1.0,,,,,1.0,,,,,,,,,,
8,"Anderson, Dean",12,3,4,16,1,,,,,,,,1.0,1.0,,,,,,,,,
7,"Ayres, Gary",15,10,4,19,,,,,,,,,2.0,1.0,,,,,,,,,
4,"Collins, Andrew",9,3,3,12,,,,,,,,,2.0,,,,,,,,,,
3,"Condon, Anthony",8,2,5,13,,,,3.0,,,,,3.0,,,,,,,,,,
13,"Dear, Paul",9,4,4,13,,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,
19,"Dunstall, Jason",19,11,4,23,9,1.0,,1.0,,,,,3.0,,1.0,,,,,,,,
33,"Hudson, Paul",12,5,3,15,2,1.0,,,,,,,,1.0,,,,,,,,,
11,"Jarman, Darren",15,3,,15,1,3.0,,1.0,,,,,,3.0,,,,,,,,,
1,"Jencke, Ray",11,4,2,13,,1.0,,1.0,,,,,,1.0,,,,,,,,,
34,"Kennedy, John",3,3,9,12,,,,2.0,,,,,3.0,1.0,,,,,,,,,
24,"Langford, Chris",10,6,1,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Lawrence, Stephen",12,7,2,14,1,,9.0,1.0,,,,,,3.0,,,,,,,,,
20,"Maginness, Scott",7,2,4,11,,,,2.0,,,,,1.0,,,,,,,,,,
44,"Platten, John",19,1,10,29,1,,,3.0,,,,,2.0,1.0,,,,,,,,,
18,"Pritchard, Darrin",14,3,8,22,,,,,,,,,2.0,,,,,,,,,,
30,"Schwab, Peter",3,2,4,7,,,,,,,,,,1.0,,,,,,,,,
17,"Tuck, Michael",7,1,3,10,,,,3.0,,,,,3.0,1.0,,,,,,,,,
10,"Wittman, Chris",13,2,3,16,,,,1.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,77,80,295,16,11.0,14.0,26.0,,,,,29.0,17.0,1.0,,,,,,,,
Opposition,Opposition,205,80,130,335,17,16.0,13.0,13.0,,,,,17.0,27.0,5.0,,,,,,,,
