West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Cripps, Jamie",12,3,6,18,3,1.0,,2.0,,5.0,1.0,3.0,,1.0,,8.0,10.0,1.0,2.0,,,1.0,83.0
27,"Darling, Jack",9,4,3,12,2,2.0,,3.0,,2.0,,5.0,3.0,1.0,,6.0,8.0,1.0,2.0,2.0,,,87.0
14,"Duggan, Liam",9,5,7,16,,,,,3.0,2.0,,1.0,,,,6.0,10.0,1.0,,2.0,,,78.0
3,"Gaff, Andrew",12,4,12,24,,,,2.0,4.0,2.0,,2.0,,1.0,,5.0,17.0,,,1.0,,1.0,86.0
25,"Hurn, Shannon",8,1,9,17,,,,3.0,3.0,3.0,,,2.0,,,5.0,9.0,,,,,1.0,88.0
34,"Hutchings, Mark",3,,5,8,1,,,2.0,,,1.0,1.0,,1.0,,4.0,5.0,,,,,,77.0
23,"Jetta, Lewis",11,3,4,15,,,,2.0,1.0,1.0,1.0,3.0,1.0,,,3.0,12.0,,,1.0,1.0,1.0,73.0
17,"Kennedy, Josh",10,5,2,12,6,3.0,,1.0,,1.0,,4.0,2.0,2.0,2.0,6.0,6.0,1.0,5.0,2.0,,1.0,90.0
16,"Mackenzie, Eric",6,3,7,13,,,,2.0,2.0,2.0,,2.0,4.0,2.0,,6.0,7.0,,,8.0,,,92.0
20,"McGovern, Jeremy",14,11,6,20,,1.0,,,2.0,1.0,,2.0,,,,6.0,14.0,3.0,,5.0,,,85.0
1,"Mitchell, Sam",15,5,9,24,,,,1.0,5.0,3.0,4.0,3.0,,1.0,,7.0,17.0,1.0,,1.0,1.0,,86.0
30,"Nelson, Jackson",5,3,3,8,,,,1.0,4.0,,1.0,2.0,,2.0,,1.0,7.0,,,,,,71.0
24,"Partington, Luke",4,2,3,7,1,1.0,,1.0,,1.0,3.0,,1.0,,,4.0,5.0,,,2.0,,1.0,70.0
21,"Petrie, Drew",6,3,2,8,,,9.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,,8.0,2.0,1.0,,1.0,,,80.0
11,"Priddis, Matt",5,1,12,17,,,,10.0,1.0,2.0,5.0,4.0,,4.0,,9.0,10.0,,,1.0,,1.0,75.0
8,"Redden, Jack",12,2,9,21,2,,,6.0,3.0,3.0,3.0,6.0,2.0,4.0,,10.0,13.0,,,1.0,,,85.0
4,"Sheed, Dom",9,4,7,16,,,,1.0,1.0,,3.0,2.0,,,,7.0,9.0,,,1.0,,1.0,68.0
5,"Sheppard, Brad",8,5,9,17,,,,1.0,,2.0,1.0,,1.0,,,3.0,13.0,1.0,,,,,85.0
13,"Shuey, Luke",13,1,10,23,,,,2.0,,6.0,9.0,2.0,1.0,1.0,,14.0,11.0,,,2.0,2.0,,84.0
19,"Vardy, Nathan",5,4,7,12,,,35.0,1.0,,2.0,2.0,4.0,1.0,1.0,,3.0,9.0,,,3.0,,1.0,83.0
12,"Wellingham, Sharrod",7,3,4,11,,1.0,,1.0,2.0,,1.0,5.0,,3.0,,3.0,8.0,,1.0,,,,86.0
6,"Yeo, Elliot",13,6,9,22,,,,1.0,4.0,7.0,2.0,2.0,2.0,,,13.0,8.0,1.0,,1.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,78,145,341,15,10.0,44.0,45.0,38.0,46.0,39.0,58.0,23.0,27.0,2.0,137.0,210.0,11.0,10.0,34.0,4.0,9.0,
Opposition,Opposition,223,99,146,369,12,11.0,38.0,65.0,28.0,55.0,37.0,58.0,27.0,23.0,4.0,123.0,247.0,8.0,14.0,34.0,7.0,11.0,
