Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",22y 48d,36 (18-1-17 51.39%),21 (0.58),←,
11,"Bandy, Daniel",26y 252d,122 (40-1-81 33.20%),109 (0.89),17 (7-1-9 44.12%),29 (1.71)
40,"Birss, Shane",19y 139d,15 (7-1-7 50.00%),6 (0.40),←,
17,"Brown, Nathan",24y 168d,110 (59-2-49 54.55%),127 (1.15),←,
16,"Croft, Matthew",29y 152d,166 (91-4-71 56.02%),53 (0.32),←,
14,"Darcy, Luke",27y 16d,150 (78-3-69 53.00%),110 (0.73),←,
28,"Dimattina, Paul",27y 248d,105 (58-1-46 55.71%),45 (0.43),←,
4,"Garlick, Simon",27y 109d,149 (80-2-67 54.36%),116 (0.78),105 (56-2-47 54.29%),89 (0.85)
13,"Giansiracusa, Daniel",20y 139d,29 (12-1-16 43.10%),29 (1.00),←,
3,"Grant, Chris",29y 227d,269 (141-5-123 53.35%),496 (1.84),←,
8,"Hahn, Mitch",21y 79d,24 (14-0-10 58.33%),2 (0.08),←,
33,"Hargrave, Ryan",21y 2d,14 (7-1-6 53.57%),3 (0.21),←,
22,"Harrison, Ben",27y 192d,115 (55-1-59 48.26%),48 (0.42),39 (17-1-21 44.87%),9 (0.23)
25,"Hunter, Kingsley",27y 62d,95 (38-1-56 40.53%),114 (1.20),54 (24-1-29 45.37%),28 (0.52)
6,"Johnson, Brad",26y 10d,184 (94-4-86 52.17%),218 (1.18),←,
35,"Kretiuk, Steven",30y 24d,151 (86-3-62 57.95%),11 (0.07),←,
39,"Liberatore, Tony",36y 167d,283 (150-3-130 53.53%),95 (0.34),←,
23,"McMahon, Jordan",19y 62d,14 (4-1-9 32.14%),7 (0.50),←,
2,"Murphy, Robert",20y 49d,33 (16-1-16 50.00%),7 (0.21),←,
15,"Power, Sam",19y 26d,1 (1-0-0 100.00%),,←,
5,"Smith, Rohan",29y 58d,208 (109-4-95 53.37%),201 (0.97),←,
7,"West, Scott",27y 256d,207 (106-3-98 51.93%),82 (0.40),←,
Totals,Totals,25y 146d,2480 (1264-43-1173 50.97%),1900 (0.77),,
C,"Wallace, Terry",43y 227d,144 (78-2-64 54.86%),,←,
