Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",15,6,5,20,,,,1.0,,,,,1.0,3.0,,,,,,,,,
30,"Bourke, Damian",9,3,2,11,1,,11.0,,,,,,3.0,3.0,,,,,,,,,
11,"Buckley, Nathan",16,3,7,23,4,,,2.0,,,,,3.0,2.0,1.0,,,,,,,,
1,"Champion, Richard",11,4,3,14,1,,,2.0,,,,,,,,,,,,,,,
5,"Chapman, Nathan",6,2,3,9,2,,,1.0,,,,,,,,,,,,,,,
12,"Clarke, Troy",11,4,11,22,,,,3.0,,,,,2.0,,,,,,,,,,
6,"Fletcher, Adrian",15,6,13,28,,,,1.0,,,,,2.0,2.0,,,,,,,,,
32,"Hart, Shaun",4,,2,6,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",9,4,7,16,,,,1.0,,,,,2.0,2.0,,,,,,,,,
31,"McCormack, Brendan",8,1,3,11,,1.0,,2.0,,,,,,4.0,,,,,,,,,
7,"McIvor, Scott",4,2,5,9,,,,1.0,,,,,1.0,,,,,,,,,,
19,"McLean, Michael",15,7,13,28,,,,,,,,,,,3.0,,,,,,,,
40,"McLuckie, Steven",7,2,6,13,,,,3.0,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",9,6,3,12,5,3.0,6.0,2.0,,,,,3.0,2.0,,,,,,,,,
26,"Noonan, Danny",8,,4,12,,1.0,,3.0,,,,,2.0,,,,,,,,,,
15,"Spargo, Paul",11,4,7,18,,,,,,,,,5.0,1.0,,,,,,,,,
3,"Voss, Michael",6,1,4,10,1,,,,,,,,,1.0,,,,,,,,,
33,"White, Darryl",4,3,3,7,1,1.0,3.0,2.0,,,,,,2.0,,,,,,,,,
28,"Windsor, Ray",4,2,3,7,1,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
18,"Worsfold, Peter",16,5,4,20,1,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,65,108,296,18,10.0,21.0,29.0,,,,,30.0,28.0,4.0,,,,,,,,
Opposition,Opposition,201,70,100,301,14,15.0,16.0,20.0,,,,,28.0,30.0,2.0,,,,,,,,
