Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",24y 283d,108 (61-3-44 57.87%),93 (0.86),←,
28,"Crosisca, Gavin",23y 293d,103 (65-3-35 64.56%),41 (0.40),←,
35,"Daicos, Peter",30y 288d,236 (138-4-94 59.32%),519 (2.20),←,
2,"Francis, Tony",23y 94d,50 (32-2-16 66.00%),37 (0.74),←,
47,"Fraser, Mark",21y 151d,5 (4-0-1 80.00%),1 (0.20),←,
3,"Gayfer, Michael",26y 322d,125 (76-1-48 61.20%),1 (0.01),←,
44,"Kerrison, Shane",27y 98d,107 (65-2-40 61.68%),12 (0.11),←,
34,"McGuane, Mick",24y 188d,85 (52-2-31 62.35%),54 (0.64),←,
1,"Monkhorst, Damian",22y 318d,67 (44-2-21 67.16%),10 (0.15),←,
7,"Morwood, Shane",30y 216d,192 (115-3-74 60.68%),115 (0.60),175 (106-3-66 61.43%),102 (0.58)
4,"Pert, Gary",27y 37d,177 (87-0-90 49.15%),44 (0.25),14 (10-0-4 71.43%),2 (0.14)
13,"Richardson, Alan",27y 48d,48 (29-2-17 62.50%),10 (0.21),←,
16,"Richardson, Mark",19y 247d,11 (8-0-3 72.73%),23 (2.09),←,
36,"Rocca, Saverio",18y 227d,2 (2-0-0 100.00%),10 (5.00),←,
32,"Rowe, Brad",22y 224d,20 (8-0-12 40.00%),13 (0.65),6 (5-0-1 83.33%),4 (0.67)
29,"Russell, Scott",22y 58d,62 (41-2-19 67.74%),39 (0.63),←,
22,"Shaw, Tony",31y 347d,272 (154-3-115 57.17%),148 (0.54),←,
27,"Starcevich, Craig",25y 49d,100 (59-3-38 60.50%),126 (1.26),←,
10,"Williams, Paul",19y 92d,28 (18-0-10 64.29%),29 (1.04),←,
19,"Wright, Graham",24y 28d,90 (60-2-28 67.78%),80 (0.89),←,
Totals,Totals,24y 253d,1888 (1118-34-736 59.22%),1405 (0.74),,
C,"Matthews, Leigh",40y 125d,150 (88-3-59 59.67%),,←,
