Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",23y 256d,62 (25-0-37 40.32%),50 (0.81),←,
7,"Black, Heath",20y 65d,32 (11-0-21 34.38%),20 (0.63),←,
32,"Bond, Chris",30y 187d,161 (69-1-91 43.17%),45 (0.28),39 (11-0-28 28.21%),5 (0.13)
42,"Callaghan, Craig",23y 145d,81 (24-0-57 29.63%),61 (0.75),←,
22,"Carroll, Trent",21y 95d,29 (9-0-20 31.03%),1 (0.03),←,
31,"Clement, James",22y 331d,72 (24-0-48 33.33%),37 (0.51),←,
2,"Fletcher, Adrian",29y 295d,186 (81-2-103 44.09%),89 (0.48),34 (10-0-24 29.41%),16 (0.47)
35,"Gale, Mark",23y 86d,60 (20-0-40 33.33%),17 (0.28),←,
3,"Harding, Greg",22y 318d,61 (24-0-37 39.34%),2 (0.03),←,
17,"Holland, Brodie",19y 210d,26 (6-0-20 23.08%),24 (0.92),←,
11,"Kickett, Dale",31y 89d,144 (59-0-85 40.97%),55 (0.38),98 (36-0-62 36.73%),15 (0.15)
8,"McManus, Shaun",23y 173d,54 (18-0-36 33.33%),32 (0.59),←,
16,"Michael, Clem",23y 16d,23 (8-0-15 34.78%),10 (0.43),←,
6,"Modra, Tony",30y 153d,136 (60-1-75 44.49%),507 (3.73),18 (5-0-13 27.78%),67 (3.72)
25,"Norrish, Jason",27y 187d,102 (40-0-62 39.22%),19 (0.19),82 (28-0-54 34.15%),17 (0.21)
10,"OReilly, Stephen",26y 265d,133 (55-0-78 41.35%),20 (0.15),97 (34-0-63 35.05%),15 (0.15)
23,"Parker, Shane",26y 164d,84 (30-0-54 35.71%),5 (0.06),←,
36,"Prescott, Ashley",26y 324d,108 (52-1-55 48.61%),19 (0.18),18 (5-0-13 27.78%),4 (0.22)
33,"Shipp, Andrew",20y 22d,12 (4-0-8 33.33%),9 (0.75),←,
19,"Walker, James",20y 198d,9 (2-0-7 22.22%),1 (0.11),←,
26,"Waterhouse, Clive",25y 39d,60 (22-0-38 36.67%),92 (1.53),←,
29,"Wira, Brad",27y 138d,80 (35-1-44 44.38%),14 (0.17),19 (5-0-14 26.32%),10 (0.53)
Totals,Totals,24y 304d,1715 (678-6-1031 39.53%),1129 (0.66),,
C,"Drum, Damian",39y 4d,18 (5-0-13 27.78%),,←,
