Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
3,"Berry, Sam",21y 41d,37 (13-0-24 35.14%),8 (0.22),←,
12,"Dawson, Jordan",25y 350d,88 (38-0-50 43.18%),44 (0.50),24 (8-0-16 33.33%),10 (0.42)
39,"Doedee, Tom",26y 24d,73 (24-0-49 32.88%),3 (0.04),←,
32,"Fogarty, Darcy",23y 181d,60 (19-0-41 31.67%),88 (1.47),←,
34,"Himmelberg, Elliott",24y 294d,40 (14-0-26 35.00%),41 (1.02),←,
20,"Hinge, Mitch",24y 272d,23 (9-0-14 39.13%),4 (0.17),20 (7-0-13 35.00%),3 (0.15)
2,"Keays, Ben",26y 30d,92 (24-0-68 26.09%),37 (0.40),62 (18-0-44 29.03%),26 (0.42)
29,"Laird, Rory",29y 86d,204 (102-1-101 50.25%),25 (0.12),←,
16,"Michalanney, Max",19y 27d,2 (0-0-2 0.00%),,←,
4,"Murphy, Lachlan",24y 111d,77 (30-0-47 38.96%),56 (0.73),←,
28,"Murray, Nick",22y 97d,31 (7-0-24 22.58%),1 (0.03),←,
43,"OBrien, Reilly",27y 217d,79 (28-0-51 35.44%),8 (0.10),←,
37,"Parnell, Patrick",21y 21d,12 (5-0-7 41.67%),,←,
10,"Pedlar, Luke",20y 312d,7 (1-0-6 14.29%),2 (0.29),←,
8,"Rachele, Josh",19y 348d,15 (4-0-11 26.67%),22 (1.47),←,
22,"Rankine, Izak",22y 336d,50 (16-1-33 33.00%),61 (1.22),2 (0-0-2 0.00%),4 (2.00)
26,"Schoenberg, Harry",22y 32d,48 (16-0-32 33.33%),17 (0.35),←,
38,"Sholl, Lachlan",23y 18d,39 (12-0-27 30.77%),9 (0.23),←,
9,"Sloane, Rory",33y 8d,235 (124-1-110 52.98%),130 (0.55),←,
33,"Smith, Brodie",31y 70d,227 (117-1-109 51.76%),67 (0.30),←,
14,"Soligo, Jake",20y 59d,18 (5-0-13 27.78%),6 (0.33),←,
7,"Thilthorpe, Riley",20y 261d,26 (5-0-21 19.23%),27 (1.04),←,
13,"Walker, Taylor",32y 334d,240 (121-1-118 50.63%),539 (2.25),←,
Totals,Totals,24y 169d,1723 (734-5-984 42.60%),1195 (0.69),,
C,"Nicks, Matthew",47y 316d,62 (18-0-44 29.03%),,←,
