St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
2,"Brown, Tony",21y 324d,82 (45-0-37 54.88%),50 (0.61),←,
3,"Burke, Nathan",29y 70d,252 (115-2-135 46.03%),93 (0.37),←,
16,"Carr, Matthew",20y 109d,1 (1-0-0 100.00%),,←,
31,"Elliott, Tim",22y 217d,17 (9-0-8 52.94%),4 (0.24),←,
14,"Francis, Tony",30y 16d,146 (76-2-68 52.74%),106 (0.73),4 (2-0-2 50.00%),3 (0.75)
25,"Hall, Barry",22y 68d,35 (21-0-14 60.00%),25 (0.71),←,
35,"Harvey, Robert",27y 239d,207 (106-2-99 51.69%),123 (0.59),←,
24,"Heatley, Jason",27y 55d,47 (30-0-17 63.83%),138 (2.94),44 (27-0-17 61.36%),130 (2.95)
8,"Hudghton, Max",22y 227d,45 (26-0-19 57.78%),,←,
5,"Jones, Austinn",22y 201d,92 (47-0-45 51.09%),81 (0.88),←,
23,"Loewe, Stewart",30y 329d,259 (119-1-139 46.14%),504 (1.95),←,
26,"McLaren, Joe",21y 127d,28 (12-0-16 42.86%),11 (0.39),←,
11,"Mitchell, Gavin",26y 110d,62 (27-0-35 43.55%),49 (0.79),26 (14-0-12 53.85%),31 (1.19)
1,"Peckett, Justin",26y 194d,121 (58-1-62 48.35%),9 (0.07),←,
28,"Ryan, Damien",21y 257d,34 (16-0-18 47.06%),6 (0.18),4 (2-0-2 50.00%),
19,"Sziller, Steven",26y 123d,81 (44-0-37 54.32%),31 (0.38),←,
4,"Thompson, Andrew",26y 178d,49 (30-0-19 61.22%),33 (0.67),←,
32,"Traianidis, Jason",24y 161d,32 (17-0-15 53.13%),26 (0.81),←,
15,"Wakelin, Darryl",24y 249d,82 (45-0-37 54.88%),8 (0.10),←,
12,"Wakelin, Shane",24y 248d,78 (37-1-40 48.08%),18 (0.23),←,
33,"Walton, Ben",19y 156d,4 (2-0-2 50.00%),1 (0.25),←,
20,"Young, Matthew",26y 212d,82 (45-0-37 54.88%),18 (0.22),61 (36-0-25 59.02%),12 (0.20)
Totals,Totals,24y 292d,1836 (928-9-899 50.54%),1334 (0.73),,
C,"Watson, Tim",37y 278d,4 (2-0-2 50.00%),,←,
