Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",18,6,11,29,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",5,,4,9,,,,,,,,,1.0,2.0,,,,,,,,,
18,"Cameron, Leon",5,,3,8,,,,1.0,,,,,,,,,,,,,,,
20,"Coleman, Glenn",6,4,4,10,1,,1.0,,,,,,,6.0,,,,,,,,,
26,"Del-Re, Danny",5,3,1,6,,1.0,,,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",8,5,7,15,,,,,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",18,5,6,24,,,1.0,,,,,,5.0,3.0,,,,,,,,,
29,"Grant, Chris",9,6,,9,4,,,1.0,,,,,1.0,,,,,,,,,,
30,"Harrington, Tim",2,1,4,6,,,,,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",7,2,13,20,1,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
43,"Hogg, Matthew",16,8,10,26,1,1.0,,2.0,,,,,6.0,3.0,2.0,,,,,,,,
21,"Kolyniuk, Steven",9,3,6,15,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",15,1,15,30,2,,,6.0,,,,,1.0,,,,,,,,,,
11,"McGuinness, Tony",16,2,8,24,,3.0,,2.0,,,,,1.0,2.0,,,,,,,,,
40,"Moloney, Troy",7,1,2,9,,,,,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",15,2,9,24,,2.0,1.0,3.0,,,,,5.0,1.0,,,,,,,,,
16,"Wallace, Terry",16,4,14,30,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
24,"Wallis, Stephen",5,3,8,13,,,,2.0,,,,,2.0,1.0,,,,,,,,,
6,"Wigney, Stuart",12,8,2,14,2,1.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,
15,"Wynd, Scott",8,6,5,13,,,22.0,,,,,,1.0,3.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,70,132,334,13,16.0,27.0,24.0,,,,,33.0,28.0,5.0,,,,,,,,
Opposition,Opposition,189,65,97,286,14,12.0,17.0,35.0,,,,,28.0,33.0,1.0,,,,,,,,
