Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 321d,20 (11-0-9 55.00%),1 (0.05),←,
5,"Bruhn, Tanner",18y 346d,4 (1-0-3 25.00%),2 (0.50),←,
44,"Buckley, Jack",23y 142d,10 (4-0-6 40.00%),,←,
13,"Cumming, Isaac",22y 270d,18 (9-0-9 50.00%),,←,
31,"Finlayson, Jeremy",25y 88d,58 (33-2-23 58.62%),76 (1.31),←,
4,"Greene, Toby",27y 225d,166 (76-1-89 46.08%),204 (1.23),←,
12,"Green, Tom",20y 105d,13 (7-0-6 53.85%),5 (0.38),←,
37,"Hill, Bobby",21y 88d,21 (11-0-10 52.38%),15 (0.71),←,
27,"Himmelberg, Harry",25y,89 (54-1-34 61.24%),105 (1.18),←,
2,"Hopper, Jacob",24y 91d,92 (55-1-36 60.33%),35 (0.38),←,
39,"Idun, Connor",20y 283d,10 (5-0-5 50.00%),,←,
25,"Keeffe, Lachlan",31y 24d,79 (44-0-35 55.70%),15 (0.19),39 (19-0-20 48.72%),8 (0.21)
22,"Kelly, Josh",26y 85d,140 (78-2-60 56.43%),90 (0.64),←,
38,"Lloyd, Daniel",29y 79d,52 (29-3-20 58.65%),39 (0.75),←,
41,"Mumford, Shane",34y 307d,206 (134-4-68 66.02%),53 (0.26),106 (65-2-39 62.26%),14 (0.13)
33,"OHalloran, Xavier",20y 301d,9 (5-0-4 55.56%),3 (0.33),←,
36,"Perryman, Harry",22y 140d,57 (29-1-27 51.75%),15 (0.26),←,
28,"Sproule, Zach",22y 361d,3 (1-0-2 33.33%),4 (1.33),←,
18,"Stone, Conor",19y 16d,4 (3-0-1 75.00%),1 (0.25),←,
14,"Taranto, Tim",23y 100d,82 (48-1-33 59.15%),31 (0.38),←,
15,"Taylor, Sam",22y 3d,42 (27-0-15 64.29%),1 (0.02),←,
8,"Ward, Callan",31y 28d,232 (104-3-125 45.47%),112 (0.48),172 (72-3-97 42.73%),79 (0.46)
6,"Whitfield, Lachie",26y 294d,152 (75-3-74 50.33%),61 (0.40),←,
Totals,Totals,24y 113d,1559 (843-22-694 54.07%),868 (0.56),,
C,"Cameron, Leon",48y 248d,168 (91-3-74 55.06%),,←,
