Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",25y 359d,60 (28-0-32 46.67%),4 (0.07),←,
32,"Bell, James",21y 201d,8 (3-0-5 37.50%),4 (0.50),←,
22,"Blakey, Nick",20y 184d,33 (12-0-21 36.36%),26 (0.79),←,
4,"Clarke, Ryan",23y 73d,60 (22-0-38 36.67%),10 (0.17),20 (5-0-15 25.00%),2 (0.10)
7,"Cunningham, Harry",26y 267d,126 (75-0-51 59.52%),48 (0.38),←,
34,"Dawson, Jordan",23y 142d,38 (14-0-24 36.84%),23 (0.61),←,
13,"Florent, Oliver",22y 38d,66 (30-0-36 45.45%),21 (0.32),←,
42,"Fox, Robbie",27y 135d,34 (11-0-23 32.35%),8 (0.24),←,
9,"Hayward, Will",21y 308d,65 (32-0-33 49.23%),68 (1.05),←,
12,"Kennedy, Josh",32y 70d,254 (154-2-98 61.02%),150 (0.59),241 (149-2-90 62.24%),146 (0.61)
44,"Lloyd, Jake",26y 344d,150 (92-0-58 61.33%),30 (0.20),←,
30,"McCartin, Tom",20y 243d,44 (20-0-24 45.45%),28 (0.64),←,
27,"McInerney, Justin",20y 11d,6 (1-0-5 16.67%),,←,
43,"Melican, Lewis",23y 299d,42 (23-0-19 54.76%),1 (0.02),←,
14,"Mills, Callum",23y 149d,90 (48-0-42 53.33%),3 (0.03),←,
11,"Papley, Tom",24y 47d,95 (54-0-41 56.84%),142 (1.49),←,
26,"Parker, Luke",27y 309d,208 (128-1-79 61.78%),157 (0.75),←,
20,"Reid, Sam",28y 246d,149 (94-2-53 63.76%),157 (1.05),←,
8,"Rowbottom, James",19y 345d,25 (8-0-17 32.00%),7 (0.28),←,
18,"Sinclair, Callum",30y 341d,111 (69-1-41 62.61%),62 (0.56),82 (47-0-35 57.32%),44 (0.54)
6,"Thurlow, Jackson",26y 154d,59 (33-1-25 56.78%),14 (0.24),13 (5-0-8 38.46%),3 (0.23)
45,"Wicks, Sam",20y 350d,4 (1-0-3 25.00%),2 (0.50),←,
Totals,Totals,24y 177d,1727 (952-7-768 55.12%),965 (0.56),,
C,"Longmire, John",49y 242d,231 (143-2-86 62.34%),,←,
