Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,3,9,18,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",2,,1,3,,,,2.0,,,,,,,,,,,,,,,
22,"Bamford, Scott",16,1,2,18,,,,2.0,,,,,1.0,,,,,,,,,,
5,"Barker, John",8,3,3,11,,,,5.0,,,,,2.0,4.0,,,,,,,,,
1,"Boyd, Brad",11,2,12,23,,,,2.0,,,,,1.0,1.0,,,,,,,,,
30,"Carter, Nick",5,2,2,7,1,,,2.0,,,,,,,,,,,,,,,
29,"Cassidy, Brad",5,2,8,13,1,1.0,,1.0,,,,,,,,,,,,,,,
27,"Chandler, Brett",7,2,7,14,,,,2.0,,,,,1.0,,,,,,,,,,
31,"Dent, Matthew",7,2,4,11,1,,,1.0,,,,,,1.0,,,,,,,,,
28,"Doyle, Peter",4,,4,8,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
2,"Johnson, Chris",9,2,9,18,,1.0,,5.0,,,,,1.0,4.0,,,,,,,,,
26,"Manfield, Matthew",8,4,9,17,,1.0,,1.0,,,,,1.0,,,,,,,,,,
25,"McCarthy, John",12,4,4,16,4,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
15,"McMahon, Robert",4,,4,8,1,2.0,,1.0,,,,,2.0,,,,,,,,,,
3,"Mellington, Anthony",8,4,6,14,1,1.0,1.0,3.0,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",8,7,4,12,,,,2.0,,,,,,,,,,,,,,,
8,"Pike, Martin",17,1,8,25,1,1.0,,3.0,,,,,,1.0,,,,,,,,,
12,"Primus, Matthew",14,4,10,24,,2.0,15.0,2.0,,,,,7.0,3.0,,,,,,,,,
37,"Rombotis, John",,,2,2,,,,,,,,,,,,,,,,,,,
33,"Warfe, Rowan",9,5,5,14,,,,,,,,,1.0,,,,,,,,,,
39,"Warry, Marty",8,4,1,9,3,2.0,,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,52,114,285,14,16.0,17.0,38.0,,,,,24.0,18.0,,,,,,,,,
Opposition,Opposition,199,79,123,322,29,13.0,24.0,32.0,,,,,18.0,24.0,6.0,,,,,,,,
