North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
5,"Anderson, Stuart",22y 22d,34 (24-0-10 70.59%),8 (0.24),←,
11,"Archer, Glenn",23y 117d,88 (53-0-35 60.23%),59 (0.67),←,
14,"Armstrong, Matt",29y 140d,170 (78-0-92 45.88%),88 (0.52),38 (26-0-12 68.42%),17 (0.45)
26,"Bell, Peter",20y 140d,16 (10-0-6 62.50%),15 (0.94),14 (10-0-4 71.43%),13 (0.93)
12,"Blakey, John",29y 361d,216 (103-0-113 47.69%),69 (0.32),81 (51-0-30 62.96%),31 (0.38)
18,"Carey, Wayne",25y 53d,139 (82-0-57 58.99%),354 (2.55),←,
27,"Crocker, Darren",29y 115d,143 (69-1-73 48.60%),101 (0.71),←,
6,"Fairley, Ian",31y 305d,209 (110-2-97 53.11%),148 (0.71),←,
17,"Freeborn, Glenn",23y 164d,24 (17-0-7 70.83%),13 (0.54),←,
34,"King, David",24y 134d,57 (37-0-20 64.91%),13 (0.23),←,
7,"Laidley, Dani",29y 114d,131 (79-1-51 60.69%),14 (0.11),79 (50-0-29 63.29%),3 (0.04)
4,"Martyn, Mick",27y 323d,167 (91-1-75 54.79%),14 (0.08),←,
31,"McKernan, Corey",22y 213d,62 (42-0-20 67.74%),63 (1.02),←,
22,"Roberts, Mark",31y 21d,157 (77-0-80 49.04%),131 (0.83),80 (51-0-29 63.75%),112 (1.40)
3,"Rock, Anthony",25y 294d,128 (76-0-52 59.38%),106 (0.83),←,
2,"Schwass, Wayne",27y 235d,155 (83-0-72 53.55%),88 (0.57),←,
8,"Scott, Robert",27y 140d,172 (102-1-69 59.59%),189 (1.10),40 (27-0-13 67.50%),25 (0.63)
24,"Sholl, Craig",28y 202d,142 (80-0-62 56.34%),39 (0.27),←,
37,"Simpson, Adam",20y 154d,18 (14-0-4 77.78%),14 (0.78),←,
10,"Stevens, Anthony",25y 17d,122 (71-0-51 58.20%),61 (0.50),←,
36,"Stevens, Mark",20y 268d,13 (10-0-3 76.92%),16 (1.23),←,
Totals,Totals,25y 360d,2363 (1308-6-1049 55.35%),1603 (0.68),,
C,"Pagan, Denis",48y 299d,86 (55-0-31 63.95%),,←,
