Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",23y 241d,43 (21-0-22 48.84%),2 (0.05),←,
19,"Betts, Eddie",23y 267d,118 (41-2-75 35.59%),164 (1.39),←,
18,"Bower, Paul",22y 223d,55 (20-0-35 36.36%),3 (0.05),←,
44,"Carrazzo, Andrew",26y 248d,120 (43-2-75 36.67%),36 (0.30),←,
31,"Davies, Marcus",19y 136d,3 (2-0-1 66.67%),,←,
46,"Ellard, David",21y 160d,6 (4-0-2 66.67%),2 (0.33),←,
38,"Garlett, Jeff",21y 17d,28 (17-0-11 60.71%),46 (1.64),←,
4,"Gibbs, Bryce",21y 158d,87 (37-0-50 42.53%),40 (0.46),←,
16,"Grigg, Shaun",22y 123d,42 (18-0-24 42.86%),10 (0.24),←,
10,"Hadley, Richard",27y 144d,65 (35-2-28 55.38%),16 (0.25),24 (13-0-11 54.17%),6 (0.25)
23,"Henderson, Lachie",20y 249d,32 (16-0-16 50.00%),24 (0.75),17 (8-0-9 47.06%),21 (1.24)
39,"Jacobs, Sam",22y 132d,16 (7-0-9 43.75%),3 (0.19),←,
40,"Jamison, Michael",24y 70d,55 (26-0-29 47.27%),,←,
5,"Judd, Chris",26y 346d,196 (116-2-78 59.69%),179 (0.91),62 (32-0-30 51.61%),41 (0.66)
3,"Murphy, Marc",23y 32d,100 (40-0-60 40.00%),80 (0.80),←,
12,"Robinson, Mitch",21y 74d,24 (14-0-10 58.33%),19 (0.79),←,
2,"Russell, Jordan",23y 287d,91 (37-1-53 41.21%),15 (0.16),←,
29,"Scotland, Heath",30y 30d,197 (75-1-121 38.32%),66 (0.34),144 (52-1-91 36.46%),54 (0.38)
6,"Simpson, Kade",26y 107d,131 (48-1-82 37.02%),77 (0.59),←,
30,"Waite, Jarrad",27y 197d,129 (40-2-87 31.78%),148 (1.15),←,
1,"Walker, Andrew",24y 94d,102 (30-2-70 30.39%),34 (0.33),←,
11,"Warnock, Robert",23y 213d,31 (16-0-15 51.61%),6 (0.19),10 (6-0-4 60.00%),2 (0.20)
Totals,Totals,23y 294d,1671 (703-15-953 42.07%),970 (0.58),,
C,"Ratten, Brett",39y 40d,72 (34-0-38 47.22%),,←,
