Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",26y 111d,94 (51-1-42 54.79%),38 (0.40),←,
16,"Bradley, Kepler",19y 252d,19 (6-0-13 31.58%),5 (0.26),←,
13,"Cupido, Damian",23y 134d,52 (28-0-24 53.85%),66 (1.27),39 (21-0-18 53.85%),50 (1.28)
2,"Dyson, Ricky",19y 298d,16 (9-0-7 56.25%),11 (0.69),←,
31,"Fletcher, Dustin",30y 77d,239 (159-3-77 67.15%),60 (0.25),←,
19,"Hille, David",24y 51d,80 (45-0-35 56.25%),61 (0.76),←,
30,"Hunt, Sam",22y 101d,5 (3-0-2 60.00%),1 (0.20),←,
21,"Johns, Courtney",20y 251d,3 (1-0-2 33.33%),,←,
14,"Johnson, Jason",27y 179d,146 (93-1-52 64.04%),89 (0.61),←,
1,"Johnson, Mark",27y 61d,147 (97-1-49 66.33%),67 (0.46),←,
18,"Lloyd, Matthew",27y 98d,204 (125-2-77 61.76%),736 (3.61),←,
41,"Lovett, Andrew",22y 254d,15 (6-0-9 40.00%),18 (1.20),←,
42,"Lovett-Murray, Nathan",22y 247d,32 (15-0-17 46.88%),27 (0.84),←,
25,"Lucas, Scott",27y 205d,198 (121-1-76 61.36%),293 (1.48),←,
10,"McVeigh, Mark",24y 178d,116 (66-1-49 57.33%),46 (0.40),←,
6,"Monfries, Angus",18y 185d,9 (3-0-6 33.33%),7 (0.78),←,
11,"Peverill, Damien",26y 11d,94 (51-1-42 54.79%),20 (0.21),←,
20,"Richards, Ted",22y 193d,28 (17-0-11 60.71%),17 (0.61),←,
7,"Solomon, Dean",25y 195d,137 (89-0-48 64.96%),52 (0.38),←,
24,"Stanton, Brent",19y 83d,29 (11-0-18 37.93%),13 (0.45),←,
17,"Thomas, Paul",23y 78d,6 (1-0-5 16.67%),,←,
12,"Welsh, Andrew",22y 162d,75 (37-1-37 50.00%),8 (0.11),←,
Totals,Totals,23y 288d,1744 (1034-12-698 59.29%),1635 (0.94),,
C,"Sheedy, Kevin",57y 211d,586 (371-6-209 63.82%),,←,
