Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 194d,34 (24-1-9 72.06%),5 (0.15),←,
21,"Akermanis, Jason",32y 54d,296 (178-6-112 61.15%),382 (1.29),48 (27-2-19 58.33%),75 (1.56)
5,"Boyd, Matthew",26y 235d,119 (57-2-60 48.74%),37 (0.31),←,
4,"Cross, Daniel",26y 20d,114 (54-3-57 48.68%),20 (0.18),←,
10,"Eagleton, Nathan",30y 160d,240 (111-5-124 47.29%),202 (0.84),184 (85-3-96 47.01%),157 (0.85)
13,"Giansiracusa, Daniel",27y 39d,154 (67-4-83 44.81%),156 (1.01),←,
9,"Gilbee, Lindsay",27y 285d,144 (69-2-73 48.61%),83 (0.58),←,
16,"Griffen, Ryan",22y 266d,79 (46-1-32 58.86%),39 (0.49),←,
8,"Hahn, Mitch",27y 344d,141 (65-2-74 46.81%),117 (0.83),←,
40,"Harbrow, Jarrod",20y 275d,27 (14-1-12 53.70%),19 (0.70),←,
25,"Hargrave, Ryan",27y 267d,145 (66-4-75 46.90%),34 (0.23),←,
7,"Higgins, Shaun",21y 46d,36 (20-1-15 56.94%),41 (1.14),←,
20,"Hill, Josh",20y 90d,23 (15-1-7 67.39%),21 (0.91),←,
15,"Hudson, Ben",30y 54d,82 (51-1-30 62.80%),8 (0.10),27 (19-1-7 72.22%),2 (0.07)
6,"Johnson, Brad",32y 275d,328 (156-7-165 48.63%),518 (1.58),←,
36,"Lake, Brian",27y 51d,126 (57-2-67 46.03%),14 (0.11),←,
27,"Minson, Will",24y 8d,70 (41-1-28 59.29%),34 (0.49),←,
38,"Morris, Dale",26y 111d,91 (52-2-37 58.24%),2 (0.02),←,
42,"Picken, Liam",22y 261d,3 (2-0-1 66.67%),,←,
35,"Tiller, Stephen",22y 24d,19 (10-1-8 55.26%),7 (0.37),←,
14,"Ward, Callan",19y 9d,10 (7-0-3 70.00%),4 (0.40),←,
12,"Williams, Tom",22y 276d,23 (13-1-9 58.70%),1 (0.04),←,
Totals,Totals,25y 152d,2304 (1175-48-1081 51.00%),1744 (0.76),,
C,"Eade, Rodney",51y 15d,249 (134-4-111 54.62%),,97 (53-2-42 55.67%),
