Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
33,"Barlow, Kris",29y 292d,81 (42-0-39 51.85%),71 (0.88),←,
10,"Bateman, Chance",21y 316d,24 (13-0-11 54.17%),4 (0.17),←,
30,"Brown, Campbell",19y 248d,18 (9-0-9 50.00%),14 (0.78),←,
39,"Campbell, Robert",20y 335d,9 (6-0-3 66.67%),,←,
25,"Clarke, Tim",21y 31d,23 (13-0-10 56.52%),6 (0.26),←,
35,"Cox, Adrian",22y 237d,35 (18-0-17 51.43%),21 (0.60),←,
9,"Crawford, Shane",28y 236d,206 (104-2-100 50.97%),166 (0.81),←,
19,"Dixon, Ben",25y 323d,120 (65-1-54 54.58%),173 (1.44),←,
34,"Graham, Mark",30y 51d,192 (90-2-100 47.40%),57 (0.30),←,
3,"Hay, Jonathan",23y 263d,108 (53-1-54 49.54%),11 (0.10),←,
2,"Holland, Nick",28y 278d,151 (71-2-78 47.68%),220 (1.46),←,
8,"Johnson, Brett",21y 187d,31 (17-0-14 54.84%),7 (0.23),←,
18,"Ladson, Rick",19y 74d,1 (1-0-0 100.00%),,←,
37,"Lekkas, Angelo",26y 308d,134 (61-1-72 45.90%),70 (0.52),←,
26,"Loats, David",22y 79d,9 (4-0-5 44.44%),2 (0.22),←,
28,"Mitchell, Sam",20y 203d,15 (8-0-7 53.33%),2 (0.13),←,
40,"Osborne, Michael",20y 278d,7 (2-0-5 28.57%),2 (0.29),←,
20,"Rawlings, Jade",25y 206d,100 (50-0-50 50.00%),38 (0.38),←,
11,"Smith, Joel",26y,127 (65-1-61 51.57%),73 (0.57),69 (36-1-32 52.90%),22 (0.32)
4,"Tallis, Rayden",27y 328d,144 (69-0-75 47.92%),22 (0.15),←,
23,"Thompson, Nathan",25y 78d,87 (47-1-39 54.60%),122 (1.40),←,
21,"Vandenberg, Richard",26y 109d,67 (32-1-34 48.51%),26 (0.39),←,
Totals,Totals,24y 120d,1689 (840-12-837 49.73%),1107 (0.66),,
C,"Schwab, Peter",42y 223d,76 (41-0-35 53.95%),,←,
