Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Arnott, Simon",6,3,3,9,1,1.0,,,,2.0,1.0,1.0,,1.0,,3.0,6.0,,1.0,,,,
22,"Bamford, Scott",1,,2,3,,,,1.0,,2.0,,1.0,,,,,3.0,,,,1.0,,
6,"Barnes, John",12,6,5,17,1,,14.0,,3.0,5.0,4.0,6.0,4.0,2.0,,10.0,7.0,2.0,1.0,,2.0,,
9,"Bizzell, Clint",9,6,3,12,1,2.0,1.0,,,5.0,,1.0,1.0,1.0,,7.0,5.0,1.0,2.0,,,,
8,"Burns, Ronnie",5,1,2,7,3,,,1.0,,2.0,1.0,2.0,1.0,1.0,,3.0,5.0,,1.0,3.0,,,
51,"Clarke, David",4,1,3,7,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,,,,,,
33,"Corrigan, Paul",3,,3,6,,,,,1.0,2.0,1.0,,1.0,,,3.0,3.0,,,3.0,,,
7,"Graham, Ben",7,,4,11,,,,1.0,4.0,1.0,,2.0,2.0,,,6.0,4.0,,,2.0,,,
19,"Hall, Derek",3,2,2,5,,,,1.0,,2.0,,1.0,,,,2.0,4.0,,,2.0,,,
32,"Hocking, Garry",16,7,10,26,,,,,2.0,5.0,6.0,3.0,,1.0,,16.0,14.0,,,1.0,2.0,,
13,"Kilpatrick, Glenn",17,3,8,25,,3.0,1.0,4.0,3.0,4.0,5.0,1.0,,1.0,,11.0,15.0,,,2.0,3.0,,
18,"Lynch, Paul",9,4,4,13,1,1.0,,,,3.0,3.0,2.0,2.0,2.0,,8.0,8.0,2.0,1.0,1.0,,,
44,"Lynch, Tristan",8,4,8,16,,,,5.0,1.0,4.0,1.0,2.0,,1.0,,6.0,11.0,,,,,,
17,"McGrath, Tim",14,6,4,18,,,,2.0,6.0,2.0,,2.0,,1.0,,2.0,17.0,,,,,,
31,"Mensch, David",12,5,8,20,1,1.0,3.0,,2.0,5.0,3.0,3.0,2.0,,,12.0,8.0,2.0,1.0,,1.0,,
39,"Milburn, Darren",11,5,4,15,,1.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,,9.0,7.0,1.0,,1.0,1.0,,
16,"Mooney, Jason",12,8,4,16,2,3.0,2.0,2.0,,5.0,1.0,3.0,5.0,,,10.0,7.0,2.0,1.0,1.0,,,
23,"Pickering, Liam",5,5,9,14,,1.0,1.0,,,,2.0,,,1.0,,5.0,8.0,,1.0,,,,
34,"Rahilly, James",10,3,4,14,,1.0,,1.0,3.0,2.0,,,3.0,2.0,,5.0,7.0,1.0,,,,,
15,"Riccardi, Peter",12,4,5,17,1,1.0,,2.0,3.0,3.0,,2.0,,1.0,,8.0,11.0,1.0,1.0,4.0,1.0,,
27,"Sanderson, Brenton",16,8,2,18,,,,2.0,11.0,,1.0,4.0,2.0,,,6.0,17.0,2.0,,1.0,,,
4,"Snell, Jason",4,2,5,9,,,,,1.0,,,3.0,1.0,1.0,,5.0,4.0,2.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,83,102,298,11,21.0,24.0,25.0,44.0,60.0,31.0,43.0,27.0,19.0,,139.0,175.0,16.0,10.0,21.0,11.0,,
Opposition,Opposition,226,99,103,329,22,12.0,31.0,32.0,37.0,74.0,38.0,26.0,19.0,27.0,6.0,131.0,199.0,14.0,6.0,28.0,24.0,,
