Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",24y 176d,76 (16-1-59 21.71%),17 (0.22),21 (9-0-12 42.86%),4 (0.19)
33,"Barlow, Kris",26y 30d,13 (6-0-7 46.15%),8 (0.62),←,
17,"Chick, Daniel",23y 185d,81 (34-2-45 43.21%),93 (1.15),←,
23,"Collica, Michael",22y 36d,20 (8-1-11 42.50%),3 (0.15),←,
9,"Crawford, Shane",24y 339d,134 (62-2-70 47.01%),98 (0.73),←,
24,"Croad, Trent",19y 158d,36 (15-1-20 43.06%),17 (0.47),←,
19,"Dixon, Ben",22y 61d,46 (22-1-23 48.91%),59 (1.28),←,
5,"Harford, Daniel",22y 148d,93 (38-1-54 41.40%),36 (0.39),←,
3,"Hay, Jonathan",20y 1d,41 (13-1-27 32.93%),3 (0.07),←,
2,"Holland, Nick",25y 16d,96 (39-2-55 41.67%),125 (1.30),←,
37,"Lekkas, Angelo",23y 46d,67 (25-1-41 38.06%),15 (0.22),←,
15,"Lord, Aaron",24y 24d,95 (46-2-47 49.47%),113 (1.19),63 (23-1-39 37.30%),94 (1.49)
7,"McCabe, Luke",23y 4d,70 (30-1-39 43.57%),4 (0.06),←,
20,"Rawlings, Jade",21y 309d,26 (9-0-17 34.62%),15 (0.58),←,
10,"Robran, Jonathon",26y 297d,73 (31-1-41 43.15%),5 (0.07),←,
32,"Rock, Anthony",28y 319d,191 (114-1-76 59.95%),142 (0.74),13 (6-1-6 50.00%),4 (0.31)
11,"Smith, Joel",22y 103d,73 (36-1-36 50.00%),59 (0.81),15 (7-1-7 50.00%),8 (0.53)
29,"Tallis, Rayden",24y 66d,69 (27-0-42 39.13%),12 (0.17),←,
6,"Taylor, Richard",26y 31d,94 (39-2-53 42.55%),39 (0.41),←,
16,"Thompson, Nathan",21y 181d,18 (8-1-9 47.22%),17 (0.94),←,
8,"Treleven, Craig",29y 61d,72 (31-1-40 43.75%),18 (0.25),←,
30,"Woods, Tony",30y 43d,133 (55-2-76 42.11%),28 (0.21),102 (39-2-61 39.22%),18 (0.18)
Totals,Totals,24y 53d,1617 (704-25-888 43.54%),926 (0.57),,
C,"Judge, Ken",41y 211d,87 (35-2-50 41.38%),,←,
