Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
7,"Cunningham, Harry",23y 159d,77 (53-0-24 68.83%),39 (0.51),←,
23,"Franklin, Lance",30y 104d,255 (160-1-94 62.94%),810 (3.18),73 (51-0-22 69.86%),230 (3.15)
39,"Grundy, Heath",30y 346d,221 (137-2-82 62.44%),23 (0.10),←,
4,"Hannebery, Dan",26y 79d,178 (114-2-62 64.61%),87 (0.49),←,
9,"Hayward, Will",18y 200d,7 (2-0-5 28.57%),10 (1.43),←,
5,"Heeney, Isaac",21y 9d,42 (29-0-13 69.05%),48 (1.14),←,
29,"Hewett, George",21y 136d,32 (21-0-11 65.63%),19 (0.59),←,
10,"Jones, Zak",22y 60d,39 (21-0-18 53.85%),8 (0.21),←,
12,"Kennedy, Josh",28y 328d,191 (122-2-67 64.40%),121 (0.63),178 (117-2-59 66.29%),117 (0.66)
44,"Lloyd, Jake",23y 236d,77 (53-0-24 68.83%),18 (0.23),←,
31,"Marsh, Harrison",23y 121d,14 (7-0-7 50.00%),,←,
3,"McVeigh, Jarrad",32y 37d,289 (179-4-106 62.63%),194 (0.67),←,
43,"Melican, Lewis",20y 191d,4 (2-0-2 50.00%),,←,
14,"Mills, Callum",20y 42d,30 (17-0-13 56.67%),1 (0.03),←,
35,"Naismith, Sam",24y 302d,18 (11-0-7 61.11%),3 (0.17),←,
28,"Newman, Nic",24y 119d,5 (1-0-4 20.00%),2 (0.40),←,
41,"Papley, Tom",20y 305d,25 (17-0-8 68.00%),35 (1.40),←,
26,"Parker, Luke",24y 201d,135 (89-1-45 66.30%),108 (0.80),←,
20,"Reid, Sam",25y 138d,106 (71-2-33 67.92%),108 (1.02),←,
18,"Sinclair, Callum",27y 233d,51 (36-1-14 71.57%),32 (0.63),22 (14-0-8 63.64%),14 (0.64)
40,"Smith, Nick",28y 336d,175 (109-2-64 62.86%),10 (0.06),←,
22,"Towers, Dean",27y 10d,33 (23-0-10 69.70%),19 (0.58),←,
Totals,Totals,24y 301d,2004 (1274-17-713 63.57%),1695 (0.85),,
C,"Longmire, John",46y 134d,157 (104-2-51 66.88%),,←,
