Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",25y 186d,49 (20-0-29 40.82%),16 (0.33),27 (12-0-15 44.44%),8 (0.30)
22,"Bower, Nathan",22y 53d,28 (11-0-17 39.29%),11 (0.39),←,
17,"Broderick, Paul",24y 209d,110 (49-0-61 44.55%),89 (0.81),17 (10-0-7 58.82%),9 (0.53)
21,"Bulluss, Paul",24y 189d,28 (7-0-21 25.00%),8 (0.29),←,
9,"Campbell, Wayne",21y 311d,68 (23-0-45 33.82%),40 (0.59),←,
44,"Daffy, Nick",21y 81d,21 (11-0-10 52.38%),12 (0.57),←,
14,"Dear, Greg",31y 105d,154 (112-0-42 72.73%),21 (0.14),17 (10-0-7 58.82%),3 (0.18)
30,"Free, Tony",25y 34d,126 (41-0-85 32.54%),46 (0.37),←,
25,"Gale, Brendon",26y 13d,94 (32-0-62 34.04%),91 (0.97),←,
11,"Gale, Michael",27y 222d,119 (48-0-71 40.34%),30 (0.25),14 (7-0-7 50.00%),1 (0.07)
31,"Howat, John",24y 16d,53 (23-0-30 43.40%),11 (0.21),33 (13-0-20 39.39%),1 (0.03)
3,"Kellaway, Duncan",21y 164d,27 (13-0-14 48.15%),,←,
33,"Knights, Matthew",23y 299d,124 (39-0-85 31.45%),81 (0.65),←,
26,"Leys, Brian",26y 174d,109 (37-0-72 33.94%),19 (0.17),←,
27,"Maxfield, Stuart",22y 113d,62 (19-0-43 30.65%),44 (0.71),←,
34,"Murphy, Justin",18y 98d,9 (7-0-2 77.78%),6 (0.67),←,
6,"Naish, Chris",22y 307d,79 (26-0-53 32.91%),120 (1.52),←,
12,"Richardson, Matthew",19y 134d,28 (11-0-17 39.29%),78 (2.79),←,
4,"Rogers, Matthew",20y 248d,17 (10-0-7 58.82%),24 (1.41),←,
5,"Tape, Jamie",20y 117d,16 (9-0-7 56.25%),,←,
41,"Turner, Scott",24y 61d,72 (23-0-49 31.94%),26 (0.36),←,
Totals,Totals,23y 184d,1393 (571-0-822 40.99%),773 (0.55),,
C,"Northey, John",51y 32d,226 (110-1-115 48.89%),,37 (14-0-23 37.84%),
