West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
35,"Armstrong, Steven",22y 212d,47 (25-0-22 53.19%),25 (0.53),4 (3-0-1 75.00%),4 (1.00)
10,"Braun, Michael",28y 141d,179 (99-2-78 55.87%),56 (0.31),←,
26,"Butler, Sam",20y 210d,33 (24-0-9 72.73%),6 (0.18),←,
17,"Chick, Daniel",30y 183d,227 (126-4-97 56.39%),205 (0.90),78 (52-2-24 67.95%),46 (0.59)
9,"Cousins, Ben",28y 43d,224 (124-3-97 56.03%),193 (0.86),←,
20,"Cox, Dean",25y 11d,117 (66-1-50 56.84%),58 (0.50),←,
32,"Embley, Andrew",25y 46d,127 (71-1-55 56.30%),134 (1.06),←,
7,"Fletcher, Chad",26y 347d,140 (76-3-61 55.36%),67 (0.48),←,
23,"Glass, Darren",25y 90d,114 (63-2-49 56.14%),7 (0.06),←,
22,"Graham, Jaymie",23y 187d,21 (17-0-4 80.95%),12 (0.57),←,
29,"Hansen, Ashley",23y 162d,37 (31-0-6 83.78%),44 (1.19),←,
18,"Jones, Rowan",26y 266d,128 (64-3-61 51.17%),57 (0.45),←,
3,"Judd, Chris",22y 338d,108 (67-2-39 62.96%),110 (1.02),←,
4,"Kerr, Daniel",23y 88d,123 (66-2-55 54.47%),75 (0.61),←,
21,"Lynch, Quinten",23y 200d,75 (50-0-25 66.67%),93 (1.24),←,
28,"Sampi, Ashley",22y 203d,76 (45-2-29 60.53%),97 (1.28),←,
14,"Seaby, Mark",22y 103d,53 (39-0-14 73.58%),35 (0.66),←,
37,"Selwood, Adam",22y 103d,44 (31-0-13 70.45%),15 (0.34),←,
41,"Staker, Brent",22y 81d,65 (43-1-21 66.92%),43 (0.66),←,
5,"Stenglein, Tyson",26y 27d,147 (88-0-59 59.86%),43 (0.29),41 (32-0-9 78.05%),17 (0.41)
8,"Waters, Beau",20y 135d,26 (21-0-5 80.77%),5 (0.19),←,
44,"Wirrpanda, David",27y 9d,166 (92-3-71 56.33%),70 (0.42),←,
Totals,Totals,24y 178d,2277 (1328-29-920 58.32%),1450 (0.64),,
C,"Worsfold, John",37y 321d,113 (70-2-41 62.83%),,←,
