St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Burke, Nathan",16,4,9,25,,,,3.0,,,,,1.0,,,,,,,,,,
15,"Coghlan, Frank",11,1,4,15,1,,,3.0,,,,,,1.0,,,,,,,,,
14,"Craven, Danny",11,,5,16,,1.0,,1.0,,,,,2.0,,,,,,,,,,
46,"Cummings, Steven",7,1,7,14,,,,,,,,,,1.0,,,,,,,,,
34,"Daniels, Jayson",6,4,4,10,,,,1.0,,,,,,,,,,,,,,,
2,"Frawley, Danny",4,6,8,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Grant, David",15,7,4,19,,,,1.0,,,,,2.0,1.0,,,,,,,,,
35,"Harvey, Robert",13,1,7,20,,,,,,,,,1.0,1.0,,,,,,,,,
9,"Kitschke, Damian",4,1,6,10,,,14.0,1.0,,,,,,2.0,,,,,,,,,
3,"Krakouer, Jim",13,6,7,20,,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Lockett, Tony",14,9,2,16,12,2.0,,,,,,,2.0,,2.0,,,,,,,,
23,"Loewe, Stewart",16,13,3,19,,,2.0,1.0,,,,,1.0,3.0,,,,,,,,,
5,"McAdam, Gilbert",14,7,5,19,1,2.0,,1.0,,,,,2.0,4.0,,,,,,,,,
12,"Morris, Russell",11,5,2,13,2,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
25,"Muller, Ian",8,4,14,22,,,,,,,,,2.0,1.0,,,,,,,,,
41,"Pekin, Tim",7,2,8,15,,,,1.0,,,,,,2.0,,,,,,,,,
13,"Ralphsmith, Sean",3,2,7,10,,,,2.0,,,,,,,,,,,,,,,
37,"Rice, Dean",9,6,3,12,2,2.0,,4.0,,,,,1.0,4.0,,,,,,,,,
50,"Vidovic, Lazar",3,2,,3,,,6.0,,,,,,1.0,1.0,,,,,,,,,
7,"Winmar, Nicky",23,5,8,31,,,,2.0,,,,,,2.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,86,113,321,18,11.0,22.0,26.0,,,,,19.0,29.0,5.0,,,,,,,,
Opposition,Opposition,193,40,129,322,16,17.0,10.0,24.0,,,,,29.0,19.0,1.0,,,,,,,,
