Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",24y 65d,121 (62-0-59 51.24%),102 (0.84),←,
39,"Capper, Warwick",27y 341d,119 (53-0-66 44.54%),376 (3.16),85 (43-0-42 50.59%),305 (3.59)
7,"Carroll, Dennis",30y 193d,191 (91-0-100 47.64%),100 (0.52),←,
29,"Cordy, Neil",32y 41d,213 (85-0-128 39.91%),32 (0.15),74 (34-0-40 45.95%),4 (0.05)
4,"Doolan, Ben",18y 129d,3 (2-0-1 66.67%),1 (0.33),←,
9,"Henwood, Wayne",28y 216d,78 (34-0-44 43.59%),45 (0.58),←,
47,"Higgins, Leon",22y 326d,61 (24-0-37 39.34%),51 (0.84),←,
14,"Kelly, Paul",21y 295d,16 (4-0-12 25.00%),8 (0.50),←,
37,"Lawson, Jamie",19y 226d,3 (2-0-1 66.67%),1 (0.33),←,
3,"Lewis, Dale",22y 15d,10 (3-0-7 30.00%),11 (1.10),←,
32,"Love, Jason",25y 167d,52 (23-2-27 46.15%),87 (1.67),7 (3-0-4 42.86%),18 (2.57)
45,"McKenzie, Warren",26y 292d,75 (44-1-30 59.33%),49 (0.65),8 (3-0-5 37.50%),6 (0.75)
10,"Mitchell, Barry",25y 163d,134 (63-0-71 47.01%),179 (1.34),←,
35,"Murphy, David",28y 269d,121 (55-0-66 45.45%),75 (0.62),←,
5,"Roberts, Ian",34y 46d,155 (69-0-86 44.52%),32 (0.21),←,
12,"Thripp, Terry",27y 200d,64 (30-0-34 46.88%),40 (0.63),←,
15,"Toohey, Bernard",28y 90d,210 (106-0-104 50.48%),101 (0.48),116 (59-0-57 50.86%),66 (0.57)
48,"Tunbridge, Brad",27y 113d,10 (3-0-7 30.00%),3 (0.30),←,
2,"Williams, Greg",27y 231d,134 (74-0-60 55.22%),125 (0.93),100 (56-0-44 56.00%),115 (1.15)
26,"Wright, Stephen",30y 74d,228 (103-0-125 45.18%),243 (1.07),←,
Totals,Totals,26y 175d,1998 (930-3-1065 46.55%),1661 (0.83),,
C,"Kinnear, Col",43y 221d,52 (19-0-33 36.54%),,←,
