Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Caldwell, Jye",12,5,11,23,,,,7.0,2.0,4.0,5.0,4.0,,1.0,,13.0,12.0,1.0,,,,,69.0
42,"DAmbrosio, Massimo",9,2,6,15,,,,1.0,4.0,,1.0,2.0,1.0,2.0,,4.0,11.0,,,1.0,,,77.0
2,"Draper, Sam",6,2,2,8,2,,15.0,2.0,,3.0,2.0,2.0,2.0,1.0,,6.0,2.0,2.0,1.0,1.0,,,71.0
22,"Durham, Sam",6,4,10,16,1,1.0,,2.0,,1.0,1.0,1.0,,1.0,,6.0,10.0,1.0,1.0,1.0,,1.0,76.0
35,"Guelfi, Matt",8,3,1,9,2,,,,,2.0,,2.0,1.0,,,1.0,8.0,,1.0,,,,87.0
33,"Ham, Brayden",4,5,10,14,,,,2.0,,2.0,,3.0,,,,5.0,9.0,1.0,,,,,77.0
21,"Heppell, Dyson",9,3,11,20,,,,1.0,3.0,2.0,1.0,4.0,1.0,4.0,,5.0,16.0,,,4.0,,,74.0
19,"Hind, Nick",20,6,5,25,,1.0,,1.0,5.0,4.0,2.0,5.0,3.0,3.0,,10.0,16.0,1.0,1.0,2.0,5.0,,78.0
8,"Hobbs, Ben",11,5,11,22,,3.0,,2.0,,4.0,,3.0,,1.0,,5.0,17.0,,,,,1.0,85.0
23,"Jones, Harry",5,3,3,8,2,1.0,,2.0,,3.0,1.0,1.0,,,,5.0,4.0,,1.0,1.0,,,78.0
29,"Kelly, Jake",8,8,9,17,,,,1.0,1.0,1.0,,2.0,2.0,,,6.0,11.0,,,8.0,,,95.0
15,"Laverde, Jayden",12,9,5,17,,,,1.0,3.0,4.0,,3.0,1.0,2.0,,4.0,13.0,1.0,,10.0,1.0,,88.0
37,"Martin, Nic",10,7,8,18,1,1.0,,1.0,1.0,4.0,2.0,2.0,,1.0,,2.0,17.0,,1.0,,1.0,,92.0
1,"McGrath, Andrew",11,10,10,21,,,,1.0,3.0,1.0,,1.0,1.0,,,7.0,15.0,2.0,,2.0,2.0,,80.0
7,"Merrett, Zach",10,1,16,26,,1.0,,7.0,,6.0,2.0,3.0,1.0,,,6.0,18.0,,,1.0,,,89.0
16,"Perkins, Archie",14,4,5,19,1,2.0,,2.0,1.0,4.0,3.0,,2.0,,,8.0,12.0,1.0,1.0,1.0,,3.0,78.0
34,"Phillips, Andrew",4,2,2,6,,,16.0,3.0,,2.0,,4.0,1.0,2.0,,5.0,2.0,1.0,,5.0,,1.0,71.0
27,"Redman, Mason",19,11,12,31,,1.0,,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,8.0,23.0,,,1.0,1.0,,85.0
14,"Ridley, Jordan",13,4,4,17,,,,,5.0,,,7.0,,4.0,,6.0,8.0,1.0,,10.0,,,97.0
9,"Shiel, Dylan",15,3,10,25,,,,5.0,2.0,6.0,7.0,3.0,2.0,1.0,1.0,8.0,15.0,,,1.0,5.0,2.0,72.0
17,"Stewart, James",,,,,,,,,,,,,,,,,,,,,,,
25,"Stringer, Jake",11,4,5,16,2,2.0,,6.0,1.0,3.0,3.0,4.0,1.0,,,10.0,8.0,,1.0,2.0,,,80.0
20,"Wright, Peter",10,8,4,14,4,2.0,,1.0,,3.0,,3.0,,1.0,2.0,5.0,10.0,3.0,5.0,7.0,,3.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,109,160,387,15,17.0,31.0,51.0,35.0,61.0,32.0,60.0,20.0,25.0,6.0,135.0,257.0,15.0,13.0,58.0,15.0,11.0,
Opposition,Opposition,224,105,109,333,11,6.0,24.0,38.0,46.0,46.0,32.0,61.0,25.0,20.0,,112.0,204.0,13.0,9.0,39.0,14.0,6.0,
