Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Anderson, Noah",12,2,8,20,,,,4.0,2.0,8.0,4.0,3.0,1.0,1.0,,13.0,8.0,,,3.0,,1.0,81.0
10,"Ballard, Charlie",6,5,1,7,,,,,,,,1.0,,,,3.0,5.0,1.0,,13.0,,,94.0
3,"Bowes, Jack",17,2,4,21,,,,2.0,3.0,,2.0,2.0,,,,7.0,10.0,,1.0,,,,88.0
25,"Collins, Sam",5,4,5,10,,,,1.0,5.0,,,3.0,1.0,1.0,,5.0,6.0,,,5.0,,,100.0
19,"Corbett, Josh",4,2,3,7,1,,,1.0,,2.0,,2.0,,1.0,,3.0,3.0,,,1.0,,,78.0
12,"Day, Sam",5,4,4,9,,,4.0,2.0,,5.0,,,,,,3.0,6.0,1.0,,4.0,,1.0,81.0
4,"Ellis, Brandon",14,3,10,24,,,,2.0,3.0,4.0,3.0,4.0,,1.0,,6.0,17.0,,,,,,91.0
46,"Graham, Caleb",8,4,1,9,,,,,2.0,,,3.0,,1.0,,2.0,6.0,,,6.0,,,74.0
21,"Greenwood, Hugh",11,6,9,20,,,,3.0,3.0,3.0,5.0,4.0,,2.0,,11.0,8.0,1.0,,2.0,,,79.0
5,"Harbrow, Jarrod",9,3,4,13,,,,,1.0,,,3.0,,,,2.0,11.0,,,5.0,,,83.0
39,"Holman, Nick",3,4,6,9,,,,5.0,1.0,,,2.0,,1.0,,3.0,7.0,,2.0,1.0,,1.0,79.0
34,"King, Ben",3,2,2,5,1,2.0,,,,,,1.0,,1.0,,2.0,3.0,,2.0,,,,100.0
23,"Lemmens, Sean",,,,,,,,,,,,1.0,,,,,,,,,,,8.0
13,"Lukosius, Jack",15,2,1,16,,,,1.0,4.0,3.0,,5.0,2.0,1.0,,2.0,11.0,,,1.0,,,86.0
44,"Macpherson, Darcy",8,3,4,12,,,,1.0,1.0,3.0,,2.0,,,,2.0,9.0,,,1.0,,,82.0
11,"Miller, Touk",10,4,12,22,,1.0,,9.0,2.0,2.0,4.0,2.0,3.0,1.0,,8.0,15.0,,,4.0,,,90.0
27,"Powell, Wil",14,6,8,22,,,,2.0,5.0,,,3.0,,,,4.0,16.0,,,2.0,,,81.0
22,"Rankine, Izak",6,,3,9,,1.0,,2.0,,3.0,,4.0,1.0,2.0,,5.0,2.0,,,1.0,,1.0,81.0
6,"Sexton, Alex",11,5,4,15,3,3.0,,1.0,,1.0,1.0,,,,,9.0,7.0,1.0,3.0,1.0,,,93.0
24,"Swallow, David",8,1,7,15,1,,,6.0,1.0,2.0,3.0,5.0,,,,9.0,6.0,,,1.0,,,78.0
14,"Weller, Lachie",12,3,11,23,,,,4.0,2.0,4.0,5.0,3.0,,,,11.0,10.0,,,3.0,,,84.0
28,"Witts, Jarrod",8,3,5,13,,,31.0,1.0,,2.0,3.0,7.0,,5.0,,6.0,8.0,,,5.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,68,112,301,6,10.0,35.0,47.0,35.0,42.0,30.0,60.0,8.0,18.0,,116.0,174.0,4.0,8.0,59.0,,4.0,
Opposition,Opposition,189,82,136,325,10,8.0,31.0,56.0,35.0,45.0,27.0,40.0,18.0,8.0,6.0,117.0,211.0,10.0,5.0,46.0,4.0,5.0,
