Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 61d,225 (128-2-95 57.33%),295 (1.31),33 (4-0-29 12.12%),33 (1.00)
11,"Bennell, Harley",19y 286d,29 (3-0-26 10.34%),33 (1.14),←,
3,"Brennan, Jared",27y 352d,153 (59-3-91 39.54%),91 (0.59),34 (4-0-30 11.76%),16 (0.47)
30,"Brown, Campbell",28y 321d,185 (77-1-107 41.89%),77 (0.42),26 (2-0-24 7.69%),13 (0.50)
28,"Caddy, Josh",19y 290d,17 (1-0-16 5.88%),12 (0.71),←,
12,"Day, Sam",19y 312d,20 (2-0-18 10.00%),12 (0.60),←,
23,"Dixon, Charlie",21y 295d,16 (3-0-13 18.75%),9 (0.56),←,
33,"Hall, Aaron",21y 248d,7 (1-0-6 14.29%),5 (0.71),←,
46,"Hall, Josh",22y 102d,1 (1-0-0 100.00%),2 (2.00),←,
5,"Harbrow, Jarrod",23y 362d,98 (44-1-53 45.41%),26 (0.27),28 (4-0-24 14.29%),5 (0.18)
7,"Hunt, Karmichael",25y 240d,31 (3-0-28 9.68%),4 (0.13),←,
32,"Matera, Brandon",20y 125d,22 (3-0-19 13.64%),20 (0.91),←,
18,"McKenzie, Trent",20y 102d,33 (4-0-29 12.12%),16 (0.48),←,
43,"Patrick, Liam",24y 132d,7 (2-0-5 28.57%),4 (0.57),←,
41,"Prestia, Dion",19y 276d,28 (2-0-26 7.14%),3 (0.11),←,
35,"Rischitelli, Michael",26y 188d,144 (53-3-88 37.85%),62 (0.43),33 (4-0-29 12.12%),15 (0.45)
26,"Shaw, Matt",20y 160d,27 (3-0-24 11.11%),11 (0.41),←,
2,"Smith, Zac",22y 143d,33 (4-0-29 12.12%),17 (0.52),←,
25,"Stanley, Danny",24y 147d,35 (5-0-30 14.29%),21 (0.60),30 (4-0-26 13.33%),21 (0.70)
24,"Swallow, David",19y 238d,29 (4-0-25 13.79%),19 (0.66),←,
14,"Warnock, Matthew",28y 102d,70 (12-1-57 17.86%),1 (0.01),15 (1-0-14 6.67%),
4,"Weller, Maverick",20y 152d,21 (2-0-19 9.52%),2 (0.10),←,
Totals,Totals,23y 11d,1231 (416-11-804 33.79%),742 (0.60),,
C,"McKenna, Guy",43y 64d,37 (4-0-33 10.81%),,←,
