Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",17y 353d,1 (0-0-1 0.00%),,←,
17,"Brown, Nathan",20y 108d,19 (12-0-7 63.16%),14 (0.74),←,
18,"Cameron, Leon",25y 269d,143 (77-2-64 54.55%),59 (0.41),←,
26,"Cox, Simon",21y 124d,20 (9-0-11 45.00%),7 (0.35),←,
16,"Croft, Matthew",25y 92d,73 (42-2-29 58.90%),37 (0.51),←,
11,"Curley, Todd",25y 135d,41 (19-1-21 47.56%),27 (0.66),38 (17-1-20 46.05%),26 (0.68)
14,"Darcy, Luke",22y 321d,57 (29-1-27 51.75%),43 (0.75),←,
4,"Garlick, Simon",23y 49d,54 (32-0-22 59.26%),32 (0.59),10 (8-0-2 80.00%),5 (0.50)
3,"Grant, Chris",25y 167d,175 (92-3-80 53.43%),329 (1.88),←,
9,"Hudson, Paul",27y 313d,164 (99-0-65 60.37%),319 (1.95),30 (19-0-11 63.33%),55 (1.83)
6,"Johnson, Brad",21y 315d,86 (42-2-42 50.00%),56 (0.65),←,
2,"Kolyniuk, Steven",27y 328d,147 (76-1-70 52.04%),156 (1.06),←,
23,"Martin, Michael",21y 93d,27 (15-1-11 57.41%),9 (0.33),←,
10,"Montgomery, Brett",24y 362d,23 (17-0-6 73.91%),24 (1.04),←,
29,"Powell, Stephen",21y 264d,4 (2-0-2 50.00%),2 (0.50),←,
36,"Romero, Jose",26y 301d,160 (85-1-74 53.44%),139 (0.87),71 (36-1-34 51.41%),41 (0.58)
38,"Sir, Sedat",23y 84d,24 (8-1-15 35.42%),,←,
5,"Smith, Rohan",24y 363d,109 (58-2-49 54.13%),78 (0.72),←,
8,"Southern, Daniel",23y 148d,74 (39-1-34 53.38%),22 (0.30),←,
7,"West, Scott",23y 196d,112 (58-1-53 52.23%),44 (0.39),←,
24,"Wira, Brad",26y 74d,48 (22-1-25 46.88%),4 (0.08),47 (22-1-24 47.87%),4 (0.09)
15,"Wynd, Scott",28y 124d,179 (90-3-86 51.12%),28 (0.16),←,
Totals,Totals,24y 26d,1740 (923-23-794 53.05%),1429 (0.82),,
C,"Wallace, Terry",39y 167d,44 (26-0-18 59.09%),,←,
