Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",7,3,5,12,1,,,1.0,2.0,,1.0,2.0,1.0,1.0,,7.0,5.0,,1.0,3.0,,,
12,"Blakey, John",6,5,11,17,,,,1.0,4.0,,1.0,2.0,1.0,,,5.0,13.0,,,1.0,2.0,,
22,"Burton, Matthew",6,4,6,12,1,,26.0,,2.0,1.0,3.0,2.0,2.0,1.0,,5.0,5.0,,1.0,1.0,,,
23,"Clayton, Shane",12,2,13,25,1,1.0,1.0,1.0,,5.0,7.0,4.0,1.0,1.0,,11.0,14.0,1.0,1.0,2.0,1.0,,
45,"Cochrane, Stuart",6,1,3,9,,,,1.0,2.0,3.0,1.0,,,2.0,,1.0,8.0,,,,1.0,,
29,"Harvey, Brent",22,3,11,33,,,,1.0,6.0,6.0,4.0,1.0,1.0,,,7.0,23.0,,,,6.0,,
30,"Hilton, Mark",3,,1,4,,,,2.0,1.0,2.0,,,1.0,,,2.0,2.0,,,3.0,,,
34,"King, David",19,4,6,25,1,1.0,,1.0,4.0,7.0,5.0,4.0,1.0,1.0,,4.0,16.0,1.0,1.0,1.0,2.0,,
35,"Makepeace, Troy",9,3,5,14,1,1.0,,,,2.0,2.0,3.0,1.0,1.0,,8.0,6.0,1.0,,1.0,,,
5,"McCartney, Jason",6,2,2,8,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,4.0,4.0,1.0,,1.0,,,
31,"McKernan, Corey",4,3,3,7,,1.0,1.0,,,2.0,,2.0,,,,4.0,3.0,2.0,1.0,,1.0,,
8,"McLaren, Joe",11,5,6,17,2,2.0,,1.0,,5.0,,3.0,2.0,,,7.0,11.0,,1.0,3.0,1.0,,
19,"Motlop, Daniel",4,2,2,6,,2.0,1.0,3.0,,1.0,,,,,,3.0,2.0,,2.0,1.0,,,
44,"Motlop, Shannon",1,,3,4,,,,1.0,,,1.0,,,1.0,,1.0,4.0,,,,1.0,,
20,"Petrie, Drew",,,,,,,,1.0,,,,,,,,,,,,1.0,,,
28,"Pickett, Byron",11,6,4,15,3,1.0,,2.0,,5.0,2.0,3.0,2.0,,,5.0,9.0,1.0,3.0,1.0,,,
3,"Rawlings, Brady",9,,2,11,,,,,,1.0,2.0,,,,,4.0,7.0,,,,,,
26,"Rocca, Saverio",7,4,5,12,1,2.0,4.0,,,3.0,1.0,2.0,1.0,,,6.0,5.0,1.0,2.0,3.0,,,
7,"Simpson, Adam",15,4,11,26,,,,3.0,2.0,5.0,5.0,2.0,1.0,,,9.0,17.0,,,3.0,,,
9,"Sinclair, Jess",10,7,8,18,,1.0,,2.0,1.0,3.0,1.0,2.0,,1.0,,8.0,10.0,,1.0,2.0,2.0,,
25,"Spaull, John",6,2,3,9,,3.0,,2.0,,3.0,,,1.0,2.0,,4.0,5.0,,1.0,,,,
40,"Teague, David",5,2,1,6,,,,2.0,1.0,,,,,,,2.0,4.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,62,111,290,11,17.0,34.0,26.0,26.0,56.0,36.0,33.0,17.0,13.0,,107.0,173.0,8.0,15.0,29.0,17.0,,
Opposition,Opposition,203,108,131,334,19,12.0,16.0,23.0,40.0,47.0,34.0,27.0,13.0,17.0,6.0,116.0,218.0,13.0,15.0,12.0,20.0,,
