Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Brown, Nathan",20,5,9,29,2,2.0,,1.0,3.0,2.0,3.0,,1.0,,,9.0,20.0,,2.0,1.0,6.0,2.0,90.0
3,"Deledio, Brett",8,4,14,22,,,,1.0,,4.0,2.0,2.0,,,,10.0,13.0,1.0,,2.0,1.0,1.0,94.0
10,"Edwards, Shane",6,2,4,10,2,,,,,3.0,1.0,1.0,,1.0,,5.0,4.0,1.0,1.0,1.0,,1.0,85.0
41,"Foley, Nathan",6,1,16,22,,,,7.0,,2.0,9.0,3.0,2.0,2.0,,15.0,6.0,,,,,,85.0
31,"Hyde, Chris",7,5,12,19,,,,3.0,,3.0,3.0,5.0,,3.0,,7.0,12.0,,,,,2.0,84.0
23,"Jackson, Daniel",7,4,6,13,,,,4.0,1.0,4.0,,2.0,1.0,1.0,,3.0,11.0,,,1.0,,,67.0
17,"Johnson, Kane",11,4,13,24,,,,3.0,2.0,4.0,1.0,3.0,,1.0,,5.0,19.0,,,2.0,,,78.0
46,"King, Jake",10,3,9,19,,,,2.0,1.0,4.0,1.0,5.0,5.0,2.0,,13.0,8.0,,,3.0,1.0,1.0,88.0
16,"McGuane, Luke",6,4,6,12,,,,3.0,2.0,,2.0,1.0,1.0,1.0,,5.0,7.0,,,1.0,,,82.0
13,"McMahon, Jordan",10,4,5,15,,,,2.0,2.0,3.0,1.0,1.0,2.0,,,3.0,14.0,,,1.0,3.0,1.0,91.0
40,"Moore, Kelvin",9,6,8,17,,1.0,,1.0,3.0,,1.0,,,,,7.0,10.0,1.0,1.0,6.0,4.0,,96.0
20,"Morton, Mitch",7,3,6,13,2,,,,,4.0,2.0,2.0,1.0,1.0,,4.0,7.0,,1.0,1.0,,,75.0
1,"Newman, Chris",19,8,7,26,,,,,3.0,,2.0,2.0,1.0,,,7.0,18.0,2.0,,3.0,,,93.0
26,"Pattison, Adam",2,1,7,9,,,9.0,1.0,,2.0,1.0,4.0,2.0,2.0,,3.0,6.0,,,,,1.0,47.0
12,"Richardson, Matthew",15,13,7,22,5,1.0,,1.0,2.0,3.0,,2.0,,,2.0,7.0,15.0,3.0,6.0,2.0,,,100.0
8,"Riewoldt, Jack",9,7,3,12,1,,,5.0,,1.0,,2.0,,,,6.0,4.0,3.0,2.0,1.0,,2.0,78.0
25,"Schulz, Jay",4,2,4,8,,,,,,2.0,,4.0,,1.0,,3.0,5.0,,,1.0,,,56.0
5,"Simmonds, Troy",14,7,6,20,2,,32.0,,2.0,1.0,3.0,1.0,1.0,,1.0,6.0,14.0,,1.0,,,,73.0
30,"Tambling, Richard",11,4,7,18,,1.0,1.0,4.0,,1.0,5.0,,3.0,,,8.0,10.0,,1.0,3.0,,,80.0
2,"Thursfield, Will",5,3,2,7,,,,1.0,,1.0,,1.0,,1.0,,,5.0,,,2.0,1.0,,95.0
21,"Tuck, Shane",12,3,9,21,,,1.0,1.0,,3.0,5.0,1.0,2.0,1.0,,8.0,12.0,,,,,,86.0
35,"White, Matt",8,3,6,14,2,,,2.0,,7.0,,1.0,1.0,1.0,,3.0,12.0,,,1.0,3.0,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,96,166,372,16,11.0,43.0,42.0,21.0,54.0,42.0,43.0,23.0,18.0,3.0,137.0,232.0,11.0,15.0,32.0,19.0,11.0,
Opposition,Opposition,190,117,105,295,17,8.0,30.0,57.0,35.0,40.0,26.0,49.0,18.0,23.0,3.0,84.0,207.0,6.0,18.0,51.0,11.0,11.0,
