Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",14.0,2.0,8.0,22.0,,,,2.0,,,,,1.0,,,,,,,,,,
19,"Bain, David",4.0,2.0,4.0,8.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,
32,"Baldwin, Jason",10.0,3.0,7.0,17.0,,,,2.0,,,,,3.0,4.0,,,,,,,,,
5,"Barker, John",5.0,5.0,4.0,9.0,,,,4.0,,,,,,2.0,,,,,,,,,
34,"Boyd, Brad",20.0,2.0,4.0,24.0,1.0,,,,,,,,7.0,1.0,,,,,,,,,
18,"Dunstan, Michael",5.0,2.0,4.0,9.0,,1.0,,2.0,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",8.0,3.0,2.0,10.0,,,,1.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",3.0,1.0,1.0,4.0,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
10,"Hogg, Jeff",5.0,2.0,,5.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,
26,"Johnston, David",8.0,1.0,4.0,12.0,,,,3.0,,,,,2.0,2.0,,,,,,,,,
29,"Lyon, Ross",8.0,4.0,6.0,14.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
30,"Manson, James",1.0,,3.0,4.0,,,11.0,1.0,,,,,2.0,2.0,,,,,,,,,
11,"McGregor, Anthony",7.0,2.0,2.0,9.0,,,,3.0,,,,,1.0,2.0,,,,,,,,,
7,"Molloy, Jarrod",1.0,2.0,7.0,8.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",5.0,2.0,3.0,8.0,1.0,1.0,6.0,1.0,,,,,3.0,2.0,,,,,,,,,
1,"Roos, Paul",16.0,11.0,14.0,30.0,,,,2.0,,,,,3.0,,,,,,,,,,
21,"Sporn, Kieran",8.0,5.0,10.0,18.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,
22,"Stretch, Steven",9.0,3.0,5.0,14.0,,,1.0,1.0,,,,,4.0,,,,,,,,,,
12,"Wheildon, Darren",,,,,,,,,,,,,,2.0,,,,,,,,,
8,"Wynd, Jim",3.0,,4.0,7.0,,,,,,,,,,,,,,,,,,,
16,"Zanotti, Mark",11.0,4.0,6.0,17.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
Totals,Totals,151.0,56.0,98.0,249.0,8.0,5.0,21.0,27.0,,,,,32.0,22.0,,,,,,,,,
Opposition,Opposition,217.0,78.0,100.0,317.0,18.0,21.0,35.0,17.0,,,,,22.0,32.0,6.0,,,,,,,,
