Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",4,1,2,6,,,,1.0,1.0,1.0,,1.0,,,,1.0,5.0,,,,,,
33,"Barlow, Kris",9,1,5,14,,,,,1.0,1.0,,1.0,,,,8.0,7.0,,,1.0,,,
17,"Chick, Daniel",14,1,5,19,,,,1.0,4.0,1.0,,2.0,4.0,1.0,,11.0,8.0,,,2.0,1.0,,
23,"Collica, Michael",7,6,6,13,,,,3.0,2.0,1.0,1.0,4.0,,1.0,,6.0,7.0,3.0,,3.0,,,
9,"Crawford, Shane",21,5,7,28,3,,,4.0,2.0,8.0,2.0,3.0,1.0,1.0,3.0,13.0,16.0,,,2.0,2.0,,
24,"Croad, Trent",15,9,2,17,3,3.0,,,3.0,1.0,,,,,2.0,7.0,10.0,4.0,6.0,,,,
19,"Dixon, Ben",3,3,1,4,,,,,,2.0,1.0,1.0,,,,1.0,3.0,,,,,,
5,"Harford, Daniel",16,9,12,28,,1.0,,,2.0,4.0,4.0,2.0,,2.0,,12.0,16.0,1.0,1.0,5.0,,,
3,"Hay, Jonathan",10,4,4,14,,,,1.0,6.0,1.0,,,,,,6.0,5.0,,,,,,
2,"Holland, Nick",14,11,4,18,5,2.0,3.0,1.0,,7.0,1.0,1.0,1.0,,,12.0,7.0,4.0,4.0,1.0,,,
37,"Lekkas, Angelo",18,4,3,21,,2.0,1.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,,9.0,12.0,,1.0,2.0,1.0,,
15,"Lord, Aaron",3,,1,4,1,2.0,,1.0,,2.0,1.0,,,2.0,,2.0,3.0,,,,,,
7,"McCabe, Luke",7,2,5,12,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,7.0,4.0,2.0,,,,,
20,"Rawlings, Jade",7,1,3,10,,,1.0,1.0,3.0,,,,1.0,,,2.0,8.0,,,1.0,,,
10,"Robran, Jonathon",,1,3,3,,,3.0,2.0,,,,,,,,,3.0,,,,,,
32,"Rock, Anthony",9,4,5,14,1,,,1.0,,1.0,2.0,1.0,1.0,,,4.0,11.0,,,3.0,,,
11,"Smith, Joel",10,1,2,12,,,,1.0,,4.0,1.0,1.0,2.0,1.0,,3.0,9.0,,,2.0,,,
29,"Tallis, Rayden",3,,1,4,,,,3.0,,2.0,,,,1.0,,1.0,4.0,,,,1.0,,
6,"Taylor, Richard",12,3,11,23,,,,3.0,2.0,3.0,4.0,3.0,,2.0,,10.0,11.0,,,4.0,,,
16,"Thompson, Nathan",11,6,7,18,,2.0,23.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,,7.0,12.0,,2.0,3.0,,,
8,"Treleven, Craig",11,6,11,22,1,,,,,2.0,7.0,1.0,,,,8.0,15.0,1.0,1.0,1.0,2.0,,
30,"Woods, Tony",12,,6,18,1,,,3.0,1.0,3.0,2.0,1.0,,1.0,,6.0,13.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,78,106,322,15,13.0,31.0,33.0,36.0,51.0,37.0,26.0,13.0,16.0,5.0,136.0,189.0,15.0,15.0,32.0,7.0,,
Opposition,Opposition,200,68,110,310,15,11.0,25.0,27.0,26.0,57.0,39.0,32.0,16.0,13.0,1.0,149.0,168.0,8.0,5.0,26.0,10.0,,
