Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bird, Craig",6,2,8,14,,,,3.0,1.0,2.0,2.0,1.0,,,,7.0,6.0,,,,,1.0,82.0
7 ↑,"Cunningham, Harry",1,,3,4,1,,,5.0,,,,,,,,2.0,2.0,,,1.0,,,33.0
23,"Franklin, Lance",11,4,4,15,3,2.0,,2.0,,3.0,,4.0,2.0,1.0,,8.0,6.0,2.0,4.0,3.0,,,97.0
37,"Goodes, Adam",7,,5,12,2,,,2.0,,4.0,1.0,3.0,,2.0,,6.0,3.0,,,3.0,,,80.0
39,"Grundy, Heath",9,4,8,17,,,,1.0,2.0,2.0,,,,,,4.0,9.0,2.0,,3.0,,,95.0
4,"Hannebery, Dan",19,1,18,37,,,,10.0,1.0,13.0,4.0,2.0,3.0,,3.0,18.0,20.0,,,2.0,2.0,,85.0
15,"Jack, Kieren",11,2,7,18,1,1.0,,8.0,1.0,5.0,4.0,3.0,2.0,1.0,,7.0,8.0,,,1.0,,,85.0
32,"Jetta, Lewis",11,1,6,17,,,,5.0,2.0,5.0,3.0,1.0,1.0,,,6.0,12.0,,,2.0,,1.0,85.0
12,"Kennedy, Josh",14,2,11,25,,1.0,,7.0,2.0,4.0,10.0,3.0,1.0,,,17.0,7.0,,,5.0,,,84.0
11,"Laidler, Jeremy",9,5,12,21,,,,2.0,4.0,3.0,2.0,3.0,,,,10.0,11.0,,,4.0,,,78.0
44,"Lloyd, Jake",10,1,10,20,,,,9.0,2.0,1.0,2.0,2.0,1.0,,,8.0,12.0,,,3.0,,,83.0
3,"McVeigh, Jarrad",12,2,7,19,,1.0,,11.0,5.0,4.0,3.0,4.0,,2.0,,6.0,13.0,,,2.0,,1.0,83.0
6,"Mitchell, Tom",14,1,16,30,,1.0,,9.0,,2.0,5.0,3.0,3.0,,,22.0,8.0,,1.0,,,1.0,73.0
26,"Parker, Luke",9,1,17,26,,,3.0,4.0,1.0,3.0,6.0,2.0,1.0,1.0,,15.0,10.0,,,3.0,,1.0,84.0
38,"Pyke, Mike",2,1,6,8,,,59.0,3.0,,,3.0,1.0,1.0,1.0,,7.0,,1.0,,4.0,,,90.0
24,"Rampe, Dane",9,6,5,14,,,,1.0,4.0,2.0,,4.0,,2.0,,5.0,8.0,1.0,,5.0,,,86.0
25,"Richards, Ted",12,,6,18,,,1.0,5.0,6.0,2.0,2.0,5.0,1.0,1.0,,5.0,13.0,,,6.0,,,100.0
16,"Rohan, Gary",12,4,8,20,1,1.0,,4.0,2.0,5.0,2.0,2.0,,,,9.0,10.0,,1.0,3.0,,,80.0
2,"Shaw, Rhyce",9,4,5,14,,1.0,,8.0,3.0,,,3.0,,2.0,,1.0,12.0,,,4.0,,,84.0
40,"Smith, Nick",10,2,8,18,,1.0,,4.0,3.0,,1.0,1.0,,,,5.0,10.0,,1.0,4.0,,,94.0
8,"Tippett, Kurt",5,2,4,9,2,1.0,12.0,2.0,,1.0,3.0,2.0,2.0,2.0,,8.0,1.0,2.0,1.0,,,,80.0
22 ↓,"Towers, Dean",3,,1,4,,1.0,,4.0,,,1.0,1.0,,1.0,,2.0,2.0,,,2.0,,,57.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,45,175,380,10,13.0,75.0,109.0,39.0,61.0,54.0,50.0,18.0,16.0,3.0,178.0,183.0,8.0,8.0,60.0,2.0,5.0,
Opposition,Opposition,215,48,151,366,11,11.0,36.0,93.0,49.0,59.0,47.0,59.0,16.0,18.0,3.0,178.0,170.0,4.0,5.0,59.0,3.0,5.0,
