St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",23y 182d,58 (22-1-35 38.79%),24 (0.41),←,
26,"Battle, Josh",20y 218d,10 (4-0-6 40.00%),8 (0.80),←,
15,"Billings, Jack",23y 232d,88 (31-1-56 35.80%),66 (0.75),←,
22,"Brown, Nathan",30y 111d,169 (91-2-76 54.44%),7 (0.04),39 (15-1-23 39.74%),
27,"Bruce, Josh",26y 303d,94 (35-1-58 37.77%),141 (1.50),80 (34-1-45 43.13%),138 (1.73)
11,"Clark, Hunter",20y 12d,16 (4-1-11 28.13%),3 (0.19),←,
7,"Dunstan, Luke",24y 68d,88 (33-2-53 38.64%),42 (0.48),←,
14,"Geary, Jarryn",30y 288d,186 (91-2-93 49.46%),28 (0.15),←,
4,"Gresham, Jade",21y 226d,65 (27-1-37 42.31%),81 (1.25),←,
25,"Kent, Dean",25y 42d,66 (22-0-44 33.33%),65 (0.98),3 (2-0-1 66.67%),2 (0.67)
13,"Lonie, Jack",22y 237d,53 (18-0-35 33.96%),46 (0.87),←,
19,"Marshall, Rowan",23y 134d,15 (2-0-13 13.33%),6 (0.40),←,
36,"McKenzie, Daniel",22y 325d,37 (15-0-22 40.54%),3 (0.08),←,
28,"Membrey, Tim",24y 316d,73 (32-2-39 45.21%),131 (1.79),72 (31-2-39 44.44%),131 (1.82)
16,"Newnes, Jack",26y 42d,138 (48-2-88 35.51%),50 (0.36),←,
34,"Parker, Matthew",23y 72d,3 (2-0-1 66.67%),3 (1.00),←,
6,"Ross, Sebastian",25y 335d,105 (36-2-67 35.24%),16 (0.15),←,
5,"Savage, Shane",28y 92d,144 (70-2-72 49.31%),60 (0.42),88 (29-2-57 34.09%),23 (0.26)
35,"Sinclair, Jack",24y 54d,67 (25-1-41 38.06%),38 (0.57),←,
9,"Steele, Jack",23y 115d,61 (23-1-37 38.52%),23 (0.38),44 (15-1-28 35.23%),14 (0.32)
29,"Webster, Jimmy",25y 283d,88 (29-1-58 33.52%),3 (0.03),←,
44,"Wilkie, Callum",23y 28d,3 (2-0-1 66.67%),,←,
Totals,Totals,24y 202d,1627 (662-22-943 40.69%),844 (0.52),,
C,"Richardson, Alan",53y 325d,114 (39-2-73 35.09%),,113 (39-2-72 35.40%),
