Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",6,1,3,9,2,,,2.0,,,,,,2.0,,,,,,,,,
18,"Cameron, Leon",12,3,1,13,2,,,,,,,,1.0,1.0,,,,,,,,,
11,"Corcoran, Shannon",2,,,2,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Croft, Matthew",9,4,2,11,1,1.0,2.0,6.0,,,,,1.0,1.0,,,,,,,,,
3,"Grant, Chris",11,5,4,15,5,5.0,,,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",4,6,6,10,,,14.0,,,,,,,1.0,,,,,,,,,
7,"Hawkins, Doug",5,1,2,7,1,,,2.0,,,,,,,,,,,,,,,
10,"Hunter, Mark",12,1,1,13,,,,2.0,,,,,2.0,1.0,2.0,,,,,,,,
33,"Johnson, Brad",14,3,2,16,,1.0,,,,,,,,,,,,,,,,,
12,"Koster, Kym",6,1,3,9,,,,2.0,,,,,1.0,2.0,,,,,,,,,
35,"Kretiuk, Steven",9,5,2,11,,,,1.0,,,,,3.0,3.0,,,,,,,,,
39,"Liberatore, Tony",8,1,8,16,,,,11.0,,,,,1.0,,,,,,,,,,
27,"Macpherson, Stephen",3,2,3,6,,,,2.0,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",10,3,3,13,2,3.0,,1.0,,,,,2.0,2.0,,,,,,,,,
2,"Reynolds, Keenan",13,2,1,14,,,1.0,,,,,,3.0,1.0,,,,,,,,,
5,"Smith, Rohan",3,1,4,7,,1.0,,3.0,,,,,,,,,,,,,,,
8,"Southern, Daniel",10,4,1,11,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Standfield, Barry",10,1,1,11,,,7.0,,,,,,4.0,1.0,,,,,,,,,
24,"Wallis, Stephen",11,1,3,14,1,,,3.0,,,,,1.0,,3.0,,,,,,,,
25,"Watts, Jason",6,1,1,7,,,,2.0,,,,,,,,,,,,,,,
14,"West, Scott",15,3,6,21,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,49,57,236,14,14.0,24.0,40.0,,,,,23.0,19.0,5.0,,,,,,,,
Opposition,Opposition,173,63,103,276,13,10.0,28.0,24.0,,,,,19.0,23.0,1.0,,,,,,,,
