Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",24y 248d,86 (32-0-54 37.21%),67 (0.78),←,
7,"Black, Heath",21y 56d,47 (15-0-32 31.91%),27 (0.57),←,
40,"Bootsma, Brad",27y 206d,11 (4-0-7 36.36%),3 (0.27),←,
9,"Callaghan, Craig",24y 136d,95 (28-0-67 29.47%),69 (0.73),←,
31,"Clement, James",23y 323d,82 (25-0-57 30.49%),38 (0.46),←,
10,"Cook, Troy",23y 346d,63 (31-0-32 49.21%),21 (0.33),20 (7-0-13 35.00%),10 (0.50)
12,"Dodd, Brad",23y 122d,45 (15-0-30 33.33%),18 (0.40),←,
18,"Fewster, Brendon",26y 201d,51 (23-0-28 45.10%),37 (0.73),18 (7-0-11 38.89%),10 (0.56)
2,"Fletcher, Adrian",30y 287d,208 (88-2-118 42.79%),93 (0.45),56 (17-0-39 30.36%),20 (0.36)
4,"Hasleby, Paul",19y 41d,20 (7-0-13 35.00%),15 (0.75),←,
5,"Jones, Anthony",25y 217d,57 (21-0-36 36.84%),3 (0.05),←,
11,"Kickett, Dale",32y 80d,161 (64-0-97 39.75%),59 (0.37),115 (41-0-74 35.65%),19 (0.17)
28,"Koops, Steven",21y 365d,33 (11-0-22 33.33%),29 (0.88),←,
8,"McManus, Shaun",24y 165d,77 (25-0-52 32.47%),43 (0.56),←,
16,"Michael, Clem",24y 7d,41 (15-0-26 36.59%),11 (0.27),←,
6,"Modra, Tony",31y 144d,153 (65-1-87 42.81%),561 (3.67),35 (10-0-25 28.57%),121 (3.46)
25,"Norrish, Jason",28y 179d,114 (43-0-71 37.72%),21 (0.18),94 (31-0-63 32.98%),19 (0.20)
29,"Pavlich, Matthew",18y 205d,16 (5-0-11 31.25%),13 (0.81),←,
36,"Prescott, Ashley",27y 316d,118 (54-1-63 46.19%),19 (0.16),28 (7-0-21 25.00%),4 (0.14)
27,"Schell, Daniel",20y 185d,3 (1-0-2 33.33%),1 (0.33),←,
19,"Walker, James",21y 190d,33 (9-0-24 27.27%),2 (0.06),←,
26,"Waterhouse, Clive",26y 30d,83 (28-0-55 33.73%),146 (1.76),←,
Totals,Totals,24y 333d,1597 (609-4-984 38.13%),1296 (0.81),,
C,"Drum, Damian",39y 361d,42 (12-0-30 28.57%),,←,
