Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Cripps, Patrick",11,7,24,35,1,,,4.0,,3.0,10.0,3.0,4.0,2.0,1.0,23.0,12.0,3.0,1.0,1.0,,1.0,89.0
30,"Curnow, Charlie",11,5,5,16,1,,1.0,4.0,,1.0,1.0,4.0,4.0,1.0,,10.0,7.0,1.0,2.0,5.0,,1.0,90.0
35,"Curnow, Ed",15,5,16,31,,,,6.0,6.0,1.0,7.0,7.0,,2.0,,10.0,20.0,,,1.0,2.0,,91.0
2,"Dow, Paddy",8,1,9,17,,,,2.0,,4.0,1.0,6.0,,2.0,,6.0,13.0,,,,,,75.0
25,"Fisher, Zac",6,3,16,22,1,,,5.0,,5.0,3.0,3.0,1.0,1.0,,8.0,16.0,,,,1.0,1.0,75.0
21,"Garlett, Jarrod",8,2,6,14,,1.0,,3.0,2.0,1.0,2.0,4.0,1.0,2.0,,6.0,10.0,,,,,,86.0
14,"Jones, Liam",6,2,3,9,,1.0,9.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,,6.0,3.0,1.0,,3.0,,,97.0
7,"Kennedy, Matthew",1,2,14,15,1,,,3.0,2.0,,1.0,2.0,,,,8.0,7.0,1.0,1.0,2.0,,,83.0
8,"Kreuzer, Matthew",,,,,,,3.0,2.0,,,,,,,,,,,,1.0,,,8.0
13,"Lamb, Jed",13,2,3,16,,,,2.0,4.0,2.0,,2.0,,1.0,,3.0,12.0,,,3.0,,,92.0
22,"Marchbank, Caleb",2,4,5,7,,,,2.0,,,,1.0,,1.0,,1.0,6.0,,,5.0,,,92.0
10,"McKay, Harry",8,7,7,15,,1.0,5.0,,2.0,1.0,,1.0,1.0,1.0,,5.0,10.0,2.0,,1.0,,,85.0
3,"Murphy, Marc",10,4,14,24,,1.0,,3.0,3.0,3.0,3.0,6.0,2.0,4.0,,8.0,18.0,,,1.0,,,90.0
4,"OBrien, Lochie",5,3,14,19,,,,2.0,5.0,1.0,,2.0,,2.0,,3.0,15.0,,,2.0,2.0,1.0,81.0
5,"Petrevski-Seton, Sam",8,4,12,20,,1.0,,1.0,,3.0,,1.0,,,,5.0,15.0,,,1.0,,,72.0
33,"Pickett, Jarrod",5,2,4,9,1,,,1.0,2.0,1.0,1.0,,1.0,,,5.0,5.0,1.0,1.0,2.0,,,85.0
29,"Polson, Cameron",2,,1,3,,,,3.0,,1.0,,2.0,,1.0,,2.0,2.0,,,,,1.0,76.0
17,"Rowe, Sam",5,5,6,11,,,6.0,1.0,1.0,,,2.0,1.0,1.0,,5.0,8.0,1.0,,8.0,,,97.0
37,"Shaw, Matt",7,2,8,15,,,,1.0,1.0,2.0,,4.0,,1.0,,1.0,15.0,,,1.0,,,86.0
1,"Silvagni, Jack",6,4,8,14,,1.0,,2.0,3.0,,,1.0,,1.0,,4.0,10.0,1.0,1.0,2.0,,,80.0
6,"Simpson, Kade",14,3,7,21,1,,,,4.0,4.0,,3.0,1.0,,,7.0,11.0,2.0,,3.0,,1.0,87.0
39,"Thomas, Dale",12,7,12,24,1,,,,4.0,2.0,,6.0,,3.0,,5.0,19.0,1.0,,2.0,2.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,74,194,357,7,10.0,24.0,53.0,40.0,36.0,31.0,62.0,17.0,27.0,1.0,131.0,234.0,14.0,6.0,44.0,7.0,6.0,
Opposition,Opposition,223,103,197,420,16,20.0,52.0,79.0,25.0,67.0,35.0,52.0,27.0,17.0,5.0,140.0,279.0,10.0,16.0,44.0,10.0,10.0,
