Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41 ↑,"Brown, Kynan",1,,1,2,,,,1.0,,,1.0,,,,,2,,,,,,,7.0
37,"Chandler, Kade",6,,3,9,1.0,,,7.0,2.0,,,,,,,3,6.0,,,1.0,,,80.0
31,"Fritsch, Bayley",9,2.0,2,11,1.0,3.0,,3.0,,1.0,,2.0,,2.0,,5,6.0,,,1.0,,,88.0
11,"Gawn, Max",4,2.0,5,9,,,41.0,2.0,,1.0,1.0,,,,,7,2.0,1.0,,4.0,,,86.0
15,"Langdon, Ed",8,4.0,9,17,,2.0,,3.0,2.0,,3.0,,,,,6,11.0,,1.0,1.0,,,100.0
8,"Lever, Jake",2,1.0,8,10,,,,,2.0,,,2.0,1.0,2.0,,6,6.0,1.0,,8.0,,,86.0
1,"May, Steven",17,2.0,1,18,,,,1.0,7.0,1.0,,3.0,1.0,1.0,,1,4.0,,,4.0,,,96.0
25,"McDonald, Tom",9,4.0,9,18,,,,3.0,4.0,1.0,1.0,4.0,1.0,1.0,,6,10.0,,,15.0,,,96.0
4,"McVee, Judd",10,,7,17,,,,1.0,7.0,1.0,2.0,3.0,,,,7,6.0,,,5.0,2.0,1.0,88.0
45,"Moniz-Wakefield, Andy",8,2.0,8,16,,,,3.0,2.0,2.0,2.0,3.0,2.0,1.0,,9,6.0,,,1.0,,,79.0
30,"Neal-Bullen, Alex",8,3.0,10,18,,1.0,,5.0,2.0,2.0,1.0,3.0,,2.0,,8,12.0,,,1.0,,,84.0
13,"Oliver, Clayton",11,3.0,18,29,1.0,1.0,,6.0,2.0,3.0,5.0,7.0,,,2.0,12,18.0,,,,,1.0,81.0
35 ↓,"Petty, Harry",9,8.0,6,15,,4.0,,4.0,,3.0,,1.0,,,,8,6.0,5.0,2.0,1.0,,,74.0
36,"Pickett, Kysaiah",11,4.0,1,12,5.0,2.0,,6.0,,5.0,1.0,1.0,1.0,,1.0,7,5.0,1.0,3.0,,,,87.0
24,"Rivers, Trent",11,4.0,11,22,,,,1.0,2.0,6.0,4.0,8.0,,3.0,,9,16.0,,,3.0,,,66.0
32,"Sparrow, Tom",9,1.0,6,15,,,,3.0,2.0,3.0,3.0,2.0,,,,7,10.0,,,2.0,,1.0,74.0
39,"Tholstrup, Koltyn",8,,8,16,,1.0,,2.0,,4.0,1.0,3.0,1.0,,,9,6.0,,,2.0,,,66.0
20,"Tomlinson, Adam",5,3.0,3,8,,,,3.0,4.0,,,1.0,,1.0,,3,3.0,,,1.0,,,87.0
42,"Turner, Daniel",9,5.0,1,10,1.0,,,1.0,,3.0,,1.0,,,,4,6.0,3.0,1.0,,,1.0,69.0
2,"van Rooyen, Jacob",9,8.0,5,14,2.0,,7.0,3.0,,1.0,2.0,3.0,,,,7,7.0,3.0,3.0,3.0,,,82.0
7,"Viney, Jack",18,1.0,8,26,,,,8.0,3.0,7.0,9.0,5.0,2.0,1.0,,19,10.0,,,4.0,,2.0,77.0
6,"Windsor, Caleb",11,1.0,5,16,,1.0,,2.0,,5.0,4.0,2.0,,1.0,,6,10.0,,,1.0,,,79.0
40,"Woewodin, Taj",6,2.0,5,11,,,,3.0,1.0,2.0,,1.0,1.0,,,3,8.0,,,2.0,,,67.0
Totals,Totals,199,60.0,140,339,11.0,15.0,48.0,71.0,42.0,51.0,40.0,55.0,10.0,15.0,3.0,154,174.0,14.0,10.0,60.0,2.0,6.0,
Opposition,Opposition,238,115.0,130,368,11.0,20.0,34.0,53.0,39.0,53.0,34.0,41.0,15.0,10.0,3.0,130,221.0,13.0,14.0,48.0,3.0,6.0,
