Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 63d,31 (6-0-25 19.35%),22 (0.71),←,
10,"Ballard, Charlie",19y 265d,15 (4-0-11 26.67%),1 (0.07),←,
3,"Bowes, Jack",21y 78d,31 (8-0-23 25.81%),8 (0.26),←,
29,"Burgess, Chris",23y 139d,4 (3-0-1 75.00%),2 (0.50),←,
25,"Collins, Sam",24y 303d,18 (6-0-12 33.33%),,4 (3-0-1 75.00%),
8,"Fiorini, Brayden",21y 235d,30 (9-0-21 30.00%),11 (0.37),←,
1,"Hanley, Pearce",30y 150d,149 (44-0-105 29.53%),59 (0.40),20 (6-0-14 30.00%),1 (0.05)
5,"Harbrow, Jarrod",30y 270d,228 (84-2-142 37.28%),54 (0.24),158 (44-1-113 28.16%),33 (0.21)
39,"Holman, Nick",23y 320d,34 (8-0-26 23.53%),16 (0.47),25 (7-0-18 28.00%),16 (0.64)
20,"Hombsch, Jack",26y 38d,102 (53-0-49 51.96%),1 (0.01),4 (3-0-1 75.00%),
38,"Joyce, Jesse",21y 240d,50 (15-0-35 30.00%),1 (0.02),←,
41,"Lukosius, Jack",18y 248d,4 (3-0-1 75.00%),,←,
44,"Macpherson, Darcy",21y 167d,21 (6-0-15 28.57%),11 (0.52),←,
4,"Martin, Jack",24y 75d,85 (25-1-59 30.00%),75 (0.88),←,
2,"Miles, Anthony",27y 45d,75 (39-0-36 52.00%),27 (0.36),4 (3-0-1 75.00%),2 (0.50)
11,"Miller, Touk",23y 51d,86 (20-1-65 23.84%),25 (0.29),←,
31,"Murdoch, Jordan",27y 22d,112 (75-2-35 67.86%),73 (0.65),4 (3-0-1 75.00%),
27,"Powell, Wil",19y 231d,11 (4-0-7 36.36%),3 (0.27),←,
6,"Sexton, Alex",25y 132d,101 (28-0-73 27.72%),83 (0.82),←,
24,"Swallow, David",26y 146d,121 (34-0-87 28.10%),61 (0.50),←,
28,"Witts, Jarrod",26y 213d,84 (31-0-53 36.90%),23 (0.27),44 (13-0-31 29.55%),5 (0.11)
30,"Wright, Peter",22y 218d,53 (13-0-40 24.53%),67 (1.26),←,
Totals,Totals,23y 348d,1445 (518-6-921 35.85%),623 (0.43),,
C,"Dew, Stuart",39y 239d,26 (7-0-19 26.92%),,←,
