Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,,14,31,,,,1.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",9,1,8,17,1,1.0,1.0,,,,,,,1.0,,,,,,,,,
20,"Coleman, Glenn",3,,3,6,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,
16,"Croft, Matthew",14,8,3,17,1,1.0,,5.0,,,,,1.0,2.0,,,,,,,,,
26,"Del-Re, Danny",11,7,2,13,3,4.0,,,,,,,2.0,3.0,,,,,,,,,
47,"Ellen, Shane",8,2,4,12,,,,1.0,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",6,1,1,7,2,2.0,,,,,,,1.0,2.0,,,,,,,,,
10,"Hunter, Mark",20,1,3,23,,,,4.0,,,,,3.0,2.0,,,,,,,,,
4,"Kellett, Nigel",9,4,8,17,1,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,
21,"Kolyniuk, Steven",12,5,5,17,2,,,,,,,,2.0,3.0,,,,,,,,,
35,"Kretiuk, Steven",1,,1,2,,,,,,,,,,,,,,,,,,,
39,"Liberatore, Tony",13,2,13,26,1,,,8.0,,,,,3.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",13,2,7,20,,,,2.0,,,,,1.0,1.0,,,,,,,,,
25,"Mansfield, Matthew",10,1,3,13,,,,5.0,,,,,2.0,,,,,,,,,,
2,"Reynolds, Keenan",20,8,3,23,2,3.0,1.0,2.0,,,,,3.0,3.0,1.0,,,,,,,,
17,"Standfield, Barry",10,4,9,19,1,,,1.0,,,,,3.0,3.0,,,,,,,,,
8,"Toohey, Bernard",4,1,6,10,,,,5.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",8,3,16,24,,,,2.0,,,,,,2.0,,,,,,,,,
14,"West, Scott",4,2,5,9,,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,
15,"Wynd, Scott",6,7,13,19,,,12.0,2.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,59,127,325,14,17.0,16.0,40.0,,,,,29.0,33.0,1.0,,,,,,,,
Opposition,Opposition,213,70,135,348,14,14.0,7.0,31.0,,,,,33.0,29.0,5.0,,,,,,,,
