Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 81d,228 (141-0-87 61.84%),129 (0.57),←,
27,"Baird, John",23y 2d,26 (15-1-10 59.62%),5 (0.19),←,
16,"Brown, Leigh",21y 110d,75 (26-1-48 35.33%),28 (0.37),12 (7-1-4 62.50%),8 (0.67)
42,"Firrito, Michael",19y 198d,1 (1-0-0 100.00%),,←,
6,"Grant, Shannon",26y 55d,182 (108-2-72 59.89%),203 (1.12),124 (76-1-47 61.69%),165 (1.33)
39,"Harding, Leigh",22y 48d,36 (19-1-16 54.17%),58 (1.61),←,
4,"Harris, Daniel",21y 34d,19 (9-1-9 50.00%),6 (0.32),←,
29,"Harvey, Brent",25y 30d,141 (88-1-52 62.77%),164 (1.16),←,
21,"Jones, Corey",22y 107d,28 (13-0-15 46.43%),22 (0.79),←,
34,"King, David",31y 98d,210 (132-1-77 63.10%),125 (0.60),←,
35,"Makepeace, Troy",24y 99d,74 (39-1-34 53.38%),18 (0.24),←,
32,"Morrell, Digby",23y 246d,37 (20-1-16 55.41%),45 (1.22),←,
20,"Petrie, Drew",20y 241d,31 (15-1-15 50.00%),26 (0.84),←,
17,"Porter, Mark",26y 245d,86 (44-1-41 51.74%),20 (0.23),31 (16-1-14 53.23%),7 (0.23)
3,"Rawlings, Brady",22y 3d,60 (37-0-23 61.67%),22 (0.37),←,
30,"Robbins, Ben",26y 168d,84 (42-3-39 51.79%),17 (0.20),32 (17-1-14 54.69%),3 (0.09)
26,"Rocca, Saverio",29y 205d,205 (94-3-108 46.59%),619 (3.02),49 (24-1-24 50.00%),105 (2.14)
7,"Simpson, Adam",27y 117d,171 (109-1-61 64.04%),54 (0.32),←,
9,"Sinclair, Jess",24y 291d,95 (35-1-59 37.37%),48 (0.51),45 (22-1-22 50.00%),22 (0.49)
10,"Stevens, Anthony",31y 346d,264 (161-1-102 61.17%),118 (0.45),←,
36,"Watt, Shannon",22y 199d,38 (20-1-17 53.95%),4 (0.11),←,
8,"Wells, Daniel",18y 130d,8 (6-1-1 81.25%),3 (0.38),←,
Totals,Totals,24y 205d,2099 (1174-23-902 55.93%),1734 (0.83),,
C,"Laidley, Dani",36y 78d,12 (7-1-4 62.50%),,←,
