Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",21y 1d,21 (10-0-11 47.62%),15 (0.71),←,
1,"Boak, Travis",28y 19d,198 (90-1-107 45.71%),122 (0.62),←,
5,"Broadbent, Matthew",26y 19d,145 (63-1-81 43.79%),49 (0.34),←,
33,"Byrne-Jones, Darcy",20y 335d,19 (8-0-11 42.11%),3 (0.16),←,
17,"Clurey, Tom",22y 150d,17 (9-0-8 52.94%),,←,
7,"Ebert, Brad",26y 140d,189 (82-1-106 43.65%),102 (0.54),113 (54-1-58 48.23%),69 (0.61)
9,"Gray, Robbie",28y 143d,154 (69-0-85 44.81%),207 (1.34),←,
46,"Gray, Sam",24y 201d,33 (19-0-14 57.58%),13 (0.39),←,
24,"Impey, Jarman",21y 42d,54 (28-0-26 51.85%),18 (0.33),←,
48,"Krakouer, Nathan",28y 107d,81 (36-0-45 44.44%),24 (0.30),68 (35-0-33 51.47%),16 (0.24)
23,"Lobbe, Matthew",27y 190d,91 (43-0-48 47.25%),21 (0.23),←,
3,"Neade, Jake",22y 83d,51 (28-0-23 54.90%),45 (0.88),←,
13,"OShea, Cameron",24y 160d,81 (36-0-45 44.44%),7 (0.09),←,
37,"Palmer, Jesse",19y 308d,2 (0-0-2 0.00%),1 (0.50),←,
29,"Pittard, Jasper",25y 141d,97 (50-0-47 51.55%),11 (0.11),←,
21,"Polec, Jared",23y 313d,61 (33-0-28 54.10%),35 (0.57),45 (26-0-19 57.78%),26 (0.58)
28,"Schulz, Jay",31y 124d,193 (81-3-109 42.75%),330 (1.71),122 (57-1-64 47.13%),272 (2.23)
18,"Toumpas, Jimmy",22y 231d,35 (9-0-26 25.71%),7 (0.20),8 (4-0-4 50.00%),1 (0.13)
12,"Trengove, Jackson",25y 292d,133 (54-1-78 40.98%),13 (0.10),←,
39,"Westhoff, Justin",29y 324d,202 (91-1-110 45.30%),252 (1.25),←,
16,"Wines, Ollie",21y 318d,83 (44-0-39 53.01%),37 (0.45),←,
40,"Young, Aaron",23y 258d,62 (29-1-32 47.58%),50 (0.81),←,
Totals,Totals,24y 293d,2002 (912-9-1081 45.55%),1362 (0.68),,
C,"Hinkley, Ken",49y 325d,91 (50-0-41 54.95%),,←,
