Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",29y 305d,145 (95-1-49 65.86%),21 (0.14),←,
46,"Blicavs, Mark",34y 114d,287 (189-3-95 66.38%),75 (0.26),←,
12,"Bowes, Jack",27y 175d,135 (51-2-82 38.52%),40 (0.30),52 (30-1-21 58.65%),26 (0.50)
5,"Cameron, Jeremy",32y 110d,272 (144-3-125 53.49%),706 (2.60),101 (67-0-34 66.34%),279 (2.76)
45,"Close, Brad",26y 355d,119 (80-1-38 67.65%),104 (0.87),←,
35,"Dangerfield, Patrick",35y 106d,353 (212-2-139 60.34%),358 (1.01),199 (131-2-66 66.33%),195 (0.98)
16,"De Koning, Sam",24y 144d,77 (53-1-23 69.48%),6 (0.08),←,
28,"Dempsey, Oliver",22y 194d,50 (31-0-19 62.00%),48 (0.96),←,
39,"Guthrie, Zach",27y 20d,120 (76-2-42 64.17%),15 (0.13),←,
38,"Henry, Jack",26y 325d,156 (104-1-51 66.99%),24 (0.15),←,
9,"Holmes, Max",22y 325d,94 (60-1-33 64.36%),43 (0.46),←,
17,"Humphries, Lawson",22y 177d,28 (20-0-8 71.43%),4 (0.14),←,
7,"Mannagh, Shaun",27y 348d,27 (20-0-7 74.07%),35 (1.30),←,
19,"Martin, Jack",30y 172d,157 (55-2-100 35.67%),136 (0.87),6 (4-0-2 66.67%),3 (0.50)
32,"Miers, Gryan",26y 112d,147 (96-1-50 65.65%),108 (0.73),←,
34,"Mullin, Oisin",25y 159d,35 (19-0-16 54.29%),,←,
33,"Neale, Shannon",22y 360d,38 (24-0-14 63.16%),51 (1.34),←,
42,"OConnor, Mark",28y 184d,140 (92-0-48 65.71%),10 (0.07),←,
14,"OSullivan, Connor",20y 62d,18 (12-0-6 66.67%),,←,
3,"Smith, Bailey",24y 225d,118 (69-0-49 58.47%),49 (0.42),15 (10-0-5 66.67%),5 (0.33)
1,"Stanley, Rhys",34y 231d,223 (131-2-90 59.19%),113 (0.51),165 (110-2-53 67.27%),73 (0.44)
18,"Stengle, Tyson",26y 274d,101 (60-1-40 59.90%),163 (1.61),85 (55-1-29 65.29%),148 (1.74)
44,"Stewart, Tom",32y 127d,184 (120-1-63 65.49%),5 (0.03),←,
Totals,Totals,27y 184d,3024 (1813-24-1187 59.95%),2114 (0.70),,
C,"Scott, Chris",49y 78d,352 (238-3-111 68.04%),,←,
