Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 291d,38 (25-1-12 67.11%),7 (0.18),←,
21,"Akermanis, Jason",32y 151d,308 (186-6-116 61.36%),403 (1.31),60 (35-2-23 60.00%),96 (1.60)
5,"Boyd, Matthew",26y 332d,132 (65-2-65 50.00%),47 (0.36),←,
17,"Cooney, Adam",23y 298d,127 (65-2-60 51.97%),123 (0.97),←,
4,"Cross, Daniel",26y 117d,127 (62-3-62 50.00%),22 (0.17),←,
10,"Eagleton, Nathan",30y 257d,253 (119-5-129 48.02%),210 (0.83),197 (93-3-101 47.97%),165 (0.84)
16,"Griffen, Ryan",22y 363d,92 (54-1-37 59.24%),48 (0.52),←,
8,"Hahn, Mitch",28y 76d,154 (73-2-79 48.05%),139 (0.90),←,
40,"Harbrow, Jarrod",21y 7d,40 (22-1-17 56.25%),20 (0.50),←,
25,"Hargrave, Ryan",27y 364d,156 (73-4-79 48.08%),35 (0.22),←,
7,"Higgins, Shaun",21y 143d,47 (26-1-20 56.38%),58 (1.23),←,
20,"Hill, Josh",20y 187d,36 (23-1-12 65.28%),40 (1.11),←,
15,"Hudson, Ben",30y 151d,95 (59-1-35 62.63%),9 (0.09),40 (27-1-12 68.75%),3 (0.08)
6,"Johnson, Brad",33y 7d,341 (164-7-170 49.12%),536 (1.57),←,
36,"Lake, Brian",27y 148d,139 (65-2-72 47.48%),14 (0.10),←,
27,"Minson, Will",24y 105d,83 (49-1-33 59.64%),43 (0.52),←,
38,"Morris, Dale",26y 208d,104 (60-2-42 58.65%),2 (0.02),←,
2,"Murphy, Robert",27y 46d,161 (69-4-88 44.10%),136 (0.84),←,
42,"Picken, Liam",22y 358d,16 (10-0-6 62.50%),7 (0.44),←,
14,"Ward, Callan",19y 106d,20 (13-0-7 65.00%),12 (0.60),←,
28,"Welsh, Scott",30y 230d,199 (118-1-80 59.55%),358 (1.80),34 (22-1-11 66.18%),58 (1.71)
12,"Williams, Tom",23y 8d,30 (16-1-13 55.00%),1 (0.03),←,
Totals,Totals,25y 312d,2698 (1416-48-1234 52.48%),2270 (0.84),,
C,"Eade, Rodney",51y 112d,262 (142-4-116 54.96%),,110 (61-2-47 56.36%),
