Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",23y 175d,113 (59-0-54 52.21%),108 (0.96),←,
12,"Cordy, Zaine",22y 203d,57 (29-0-28 50.88%),10 (0.18),←,
9,"Crozier, Hayden",25y 145d,95 (42-0-53 44.21%),45 (0.47),26 (11-0-15 42.31%),1 (0.04)
35,"Daniel, Caleb",22y 315d,83 (44-0-39 53.01%),26 (0.31),←,
5,"Dunkley, Josh",22y 129d,52 (28-0-24 53.85%),29 (0.56),←,
26,"Gowers, Billy",22y 342d,29 (11-0-18 37.93%),37 (1.28),←,
32,"Hayes, Will",23y 347d,5 (2-0-3 40.00%),2 (0.40),←,
7,"Hunter, Lachie",24y 156d,114 (57-0-57 50.00%),54 (0.47),←,
39,"Johannisen, Jason",26y 191d,112 (52-0-60 46.43%),37 (0.33),←,
21,"Liberatore, Tom",27y 2d,126 (54-0-72 42.86%),42 (0.33),←,
22,"Lloyd, Sam",29y 76d,66 (34-0-32 51.52%),82 (1.24),9 (4-0-5 44.44%),13 (1.44)
11,"Macrae, Jack",24y 288d,127 (63-0-64 49.61%),31 (0.24),←,
16,"McLean, Toby",23y 107d,69 (36-0-33 52.17%),47 (0.68),←,
33,"Naughton, Aaron",19y 169d,27 (12-0-15 44.44%),17 (0.63),←,
20,"Richards, Ed",19y 319d,30 (12-0-18 40.00%),13 (0.43),←,
18,"Roberts, Fletcher",25y 349d,51 (26-0-25 50.98%),,←,
6,"Smith, Bailey",18y 162d,9 (4-0-5 44.44%),3 (0.33),←,
1,"Suckling, Matt",30y 297d,158 (106-0-52 67.09%),75 (0.47),56 (31-0-25 55.36%),24 (0.43)
8,"Trengove, Jackson",28y 197d,173 (72-1-100 41.91%),35 (0.20),20 (6-0-14 30.00%),5 (0.25)
3,"Wallis, Mitch",26y 206d,132 (60-0-72 45.45%),75 (0.57),←,
10,"Wood, Easton",29y 256d,146 (75-0-71 51.37%),18 (0.12),←,
40,"Young, Lachie",20y 42d,5 (2-0-3 40.00%),,←,
Totals,Totals,24y 170d,1779 (880-1-898 49.47%),786 (0.44),,
C,"Beveridge, Luke",48y 268d,102 (56-0-46 54.90%),,←,
