Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
16,"Brown, Leigh",25y 162d,168 (71-1-96 42.56%),73 (0.43),105 (52-1-52 50.00%),53 (0.50)
27,"Edwards, Aaron",23y 155d,17 (12-0-5 70.59%),14 (0.82),13 (8-0-5 61.54%),12 (0.92)
24,"Firrito, Michael",23y 250d,76 (41-0-35 53.95%),12 (0.16),←,
6,"Grant, Shannon",30y 107d,273 (154-2-117 56.78%),320 (1.17),215 (122-1-92 56.98%),282 (1.31)
15,"Green, Kasey",27y 328d,88 (37-1-50 42.61%),22 (0.25),34 (16-0-18 47.06%),14 (0.41)
31,"Hale, David",23y 74d,72 (32-0-40 44.44%),40 (0.56),←,
4,"Harris, Daniel",25y 86d,109 (55-1-53 50.92%),32 (0.29),←,
29,"Harvey, Brent",29y 82d,234 (132-1-101 56.62%),271 (1.16),←,
21,"Jones, Corey",26y 159d,121 (58-0-63 47.93%),160 (1.32),←,
1,"McIntosh, Hamish",22y 334d,36 (17-0-19 47.22%),14 (0.39),←,
42,"McMahon, Scott",21y 63d,9 (7-0-2 77.78%),9 (1.00),←,
20,"Petrie, Drew",24y 293d,124 (61-1-62 49.60%),98 (0.79),←,
30,"Pratt, Daniel",24y 136d,56 (30-0-26 53.57%),4 (0.07),53 (29-0-24 54.72%),3 (0.06)
3,"Rawlings, Brady",26y 55d,151 (79-0-72 52.32%),53 (0.35),←,
32,"Sansbury, Eddie",23y 251d,32 (11-0-21 34.38%),10 (0.31),←,
7,"Simpson, Adam",31y 169d,260 (153-1-106 59.04%),73 (0.28),←,
9,"Sinclair, Jess",28y 343d,179 (73-1-105 41.06%),68 (0.38),129 (60-1-68 46.90%),42 (0.33)
10,"Smith, Jesse",20y 309d,19 (13-0-6 68.42%),1 (0.05),←,
19,"Swallow, Andrew",20y 63d,30 (15-0-15 50.00%),9 (0.30),←,
36,"Watt, Shannon",26y 251d,124 (64-1-59 52.02%),8 (0.06),←,
8,"Wells, Daniel",22y 182d,95 (47-1-47 50.00%),55 (0.58),←,
44,"Whyman, Djaran",23y 348d,3 (2-0-1 66.67%),4 (1.33),←,
Totals,Totals,25y 41d,2276 (1164-11-1101 51.14%),1350 (0.59),,
C,"Laidley, Dani",40y 130d,107 (53-1-53 50.00%),,←,
