Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",8,3,3,11,1,,,2.0,,,,,1.0,,,,,,,,,,
10,"Ashcroft, Marcus",15,3,5,20,,1.0,,1.0,,,,,2.0,,,,,,,,,,
25,"Bews, Andrew",10,1,4,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",14,3,2,16,,,,,,,,,3.0,1.0,,,,,,,,,
16,"Clarke, Matthew",11,7,5,16,,2.0,8.0,1.0,,,,,3.0,1.0,,,,,,,,,
14,"Dickfos, Danny",4,3,3,7,,,,2.0,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",17,2,14,31,,1.0,,4.0,,,,,4.0,3.0,2.0,,,,,,,,
8,"Gowers, Andrew",12,3,5,17,,,,1.0,,,,,2.0,,,,,,,,,,
21,"Green, Brent",1,1,2,3,,,,,,,,,2.0,,,,,,,,,,
32,"Hart, Shaun",11,,4,15,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
27,"Keating, Clark",3,1,2,5,,,6.0,1.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",5,2,3,8,,,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Lambert, Craig",8,1,19,27,,2.0,,5.0,,,,,2.0,2.0,3.0,,,,,,,,
44,"Lappin, Nigel",10,3,5,15,,,,2.0,,,,,2.0,,,,,,,,,,
42,"Lynch, Tristan",,,,,,,,,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",10,3,6,16,1,1.0,,,,,,,2.0,2.0,,,,,,,,,
4,"McRae, Craig",9,2,3,12,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",6,4,,6,2,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
22,"Scott, Chris",10,3,2,12,2,,,,,,,,2.0,1.0,,,,,,,,,
3,"Voss, Michael",14,3,7,21,3,2.0,,,,,,,1.0,,1.0,,,,,,,,
33,"White, Darryl",5,4,8,13,4,,1.0,3.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,52,102,285,15,13.0,16.0,33.0,,,,,34.0,17.0,6.0,,,,,,,,
Opposition,Opposition,165,66,80,245,10,8.0,22.0,35.0,,,,,17.0,34.0,,,,,,,,,
