Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",2,,4,6,1,,,1.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",9,2,11,20,,,1.0,2.0,,,,,,,,,,,,,,,
1,"Champion, Richard",12,8,8,20,1,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
16,"Clarke, Matthew",7,3,5,12,,,21.0,,,,,,2.0,1.0,,,,,,,,,
14,"Dickfos, Danny",3,1,1,4,,,,2.0,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",18,4,13,31,,2.0,,4.0,,,,,,,,,,,,,,,
8,"Gowers, Andrew",10,3,1,11,,1.0,,,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",16,3,3,19,,,,4.0,,,,,3.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",5,1,2,7,,,,3.0,,,,,,2.0,,,,,,,,,
18,"Lambert, Craig",10,,6,16,,,,5.0,,,,,2.0,,,,,,,,,,
44,"Lappin, Nigel",11,5,1,12,,,,,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",5,2,2,7,4,1.0,,,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",8,3,1,9,4,1.0,,,,,,,2.0,3.0,,,,,,,,,
42,"Lynch, Tristan",12,4,4,16,,,,3.0,,,,,1.0,,,,,,,,,,
19,"McLean, Michael",,,,,,,,,,,,,,,,,,,,,,,
4,"McRae, Craig",14,5,2,16,,1.0,,,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",2,2,1,3,2,,,1.0,,,,,,1.0,,,,,,,,,
22,"Scott, Chris",10,4,5,15,,,,1.0,,,,,2.0,3.0,,,,,,,,,
38,"Scott, Dion",9,6,7,16,3,1.0,6.0,3.0,,,,,2.0,2.0,,,,,,,,,
3,"Voss, Michael",14,5,8,22,,,,3.0,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",6,2,7,13,,,2.0,4.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,63,92,275,15,11.0,31.0,37.0,,,,,19.0,21.0,,,,,,,,,
Opposition,Opposition,185,65,115,300,15,10.0,29.0,40.0,,,,,21.0,19.0,,,,,,,,,
