Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
43 ↓,"Aylett, Kurt",5,2,1,6,,,,2.0,3.0,,1.0,5.0,2.0,2.0,,2.0,3.0,,,,,,58.0
47,"Bruce, Josh",10,9,5,15,1,1.0,,1.0,2.0,1.0,,,,,,7.0,8.0,4.0,2.0,2.0,,1.0,88.0
14,"Bugg, Tomas",13,11,14,27,,,,3.0,5.0,,1.0,5.0,2.0,4.0,,4.0,23.0,,,4.0,,,84.0
24,"Clifton, Steve",5,4,9,14,,,,4.0,1.0,,,4.0,,3.0,,5.0,10.0,,,1.0,,,86.0
1,"Davis, Phil",9,5,5,14,,,,2.0,1.0,,,3.0,1.0,1.0,,4.0,9.0,,,7.0,,,90.0
4,"Folau, Israel",4,2,6,10,,,11.0,2.0,1.0,3.0,,2.0,2.0,1.0,,7.0,2.0,1.0,,2.0,,,87.0
48,"Frost, Sam",6,3,4,10,1,,1.0,4.0,,1.0,,1.0,2.0,1.0,,6.0,4.0,1.0,,4.0,,,90.0
26,"Giles, Jonathan",7,,3,10,,1.0,10.0,1.0,,1.0,3.0,5.0,3.0,3.0,,9.0,1.0,,,5.0,,,90.0
35,"Greene, Toby",12,3,17,29,,,,2.0,3.0,3.0,4.0,6.0,2.0,3.0,,13.0,16.0,,,1.0,,,84.0
2,"Hampton, Curtly",10,4,8,18,,,,2.0,5.0,2.0,,2.0,,1.0,,2.0,15.0,,,3.0,3.0,,80.0
19,"Haynes, Nick",6,4,2,8,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,5.0,4.0,1.0,,2.0,,1.0,86.0
33,"Hoskin-Elliott, Will",8,5,6,14,1,,,,3.0,,1.0,,1.0,,,5.0,9.0,1.0,,2.0,,,82.0
25,"Miles, Anthony",15,6,12,27,,,,2.0,3.0,3.0,1.0,1.0,2.0,1.0,,7.0,20.0,,,,,,77.0
7,"Palmer, Rhys",13,8,9,22,,1.0,,2.0,1.0,,1.0,2.0,1.0,1.0,,7.0,15.0,,1.0,1.0,,,87.0
6,"Power, Luke",17,12,8,25,,,,,5.0,2.0,,6.0,2.0,3.0,,4.0,22.0,1.0,,2.0,,,86.0
9,"Scully, Tom",5,1,7,12,,,,7.0,1.0,1.0,3.0,6.0,1.0,2.0,,7.0,5.0,,,,,,88.0
31 ↑,"Townsend, Jacob",2,3,3,5,,,,1.0,,,,1.0,,,,1.0,4.0,,,,,,25.0
17,"Treloar, Adam",13,10,13,26,1,,,2.0,4.0,,2.0,5.0,,1.0,,7.0,20.0,1.0,1.0,,1.0,,83.0
32,"Ugle, Gerald",4,3,1,5,1,,,3.0,,1.0,1.0,1.0,,1.0,,,4.0,,1.0,,,,82.0
8,"Ward, Callan",11,4,9,20,,1.0,3.0,5.0,3.0,4.0,7.0,2.0,2.0,,,10.0,11.0,1.0,,,3.0,2.0,88.0
42,"Whiley, Mark",10,7,6,16,,,,2.0,2.0,1.0,,3.0,,2.0,,2.0,14.0,1.0,,1.0,1.0,,91.0
16,"Wilson, Nathan",3,2,2,5,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,108,150,338,5,7.0,25.0,49.0,45.0,26.0,25.0,62.0,24.0,31.0,,116.0,221.0,12.0,5.0,37.0,8.0,5.0,
Opposition,Opposition,242,119,126,368,18,24.0,34.0,45.0,19.0,67.0,34.0,56.0,31.0,23.0,6.0,158.0,209.0,23.0,12.0,37.0,19.0,9.0,
