Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",5,2,4,9,,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,
26,"Bickley, Mark",15,9,6,21,,,,4.0,6.0,4.0,3.0,3.0,1.0,,,,,,,,,,
44,"Caven, Peter",8,3,4,12,1,,1.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,
14,"Connell, Matthew",7,,1,8,,,,2.0,2.0,2.0,,,,3.0,,,,,,,,,
33,"Eccles, Andrew",4,3,2,6,2,,,1.0,,,2.0,,,1.0,,,,,,,,,
34,"Hart, Ben",5,4,1,6,,,,2.0,3.0,,,2.0,,,,,,,,,,,
11,"James, Brett",9,3,8,17,2,,1.0,,,3.0,3.0,,1.0,1.0,,,,,,,,,
35,"Jameson, Rod",7,4,3,10,,2.0,1.0,2.0,,6.0,,1.0,1.0,,,,,,,,,,
3,"Jarman, Darren",8,5,1,9,4,2.0,,4.0,,3.0,,2.0,1.0,1.0,,,,,,,,,
28,"Johnson, Kane",6,4,5,11,,,,2.0,,3.0,3.0,,,1.0,,,,,,,,,
20,"Keating, Aaron",5,4,4,9,1,1.0,7.0,1.0,,3.0,,,,,,,,,,,,,
5,"Koster, Kym",5,1,3,8,,,,3.0,,1.0,1.0,,,1.0,,,,,,,,,
23,"McLeod, Andrew",17,4,4,21,,,,1.0,5.0,3.0,4.0,2.0,,2.0,2.0,,,,,,,,
21,"Ormond-Allen, Trent",,,,,,,,,,,,,,,,,,,,,,,
4,"Picioane, Lance",4,4,,4,,,,1.0,,2.0,,,,1.0,,,,,,,,,
52,"Rehn, Shaun",13,8,13,26,,,40.0,1.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,,,,,,,,
32,"Ricciuto, Mark",17,2,8,25,1,1.0,2.0,1.0,,7.0,5.0,,2.0,,,,,,,,,,
42,"Rintoul, Chad",11,7,9,20,2,,,,2.0,6.0,3.0,1.0,1.0,,,,,,,,,,
24,"Sampson, Clay",5,1,1,6,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
7,"Smart, Nigel",9,4,5,14,1,,,3.0,1.0,,1.0,,,,,,,,,,,,
29,"Thiessen, James",15,7,5,20,,,,3.0,,7.0,1.0,,1.0,1.0,,,,,,,,,
30,"Vardy, Peter",6,4,8,14,1,,,2.0,,5.0,2.0,1.0,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,83,95,276,15,12.0,52.0,37.0,26.0,61.0,33.0,17.0,16.0,19.0,3.0,,,,,,,,
Opposition,Opposition,182,61,82,264,15,16.0,21.0,40.0,37.0,50.0,28.0,14.0,19.0,16.0,3.0,,,,,,,,
