Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",25y 48d,120 (48-3-69 41.25%),302 (2.52),←,
3,"Coniglio, Stephen",24y 155d,104 (45-1-58 43.75%),46 (0.44),←,
35,"Corr, Aidan",24y 2d,68 (28-3-37 43.38%),2 (0.03),←,
13,"Cumming, Isaac",19y 281d,2 (0-0-2 0.00%),,←,
31,"Finlayson, Jeremy",22y 99d,10 (4-2-4 50.00%),2 (0.20),←,
32,"Griffen, Ryan",31y 296d,247 (123-2-122 50.20%),152 (0.62),45 (26-1-18 58.89%),22 (0.49)
19,"Haynes, Nick",26y 1d,90 (40-3-47 46.11%),8 (0.09),←,
27,"Himmelberg, Harry",22y 11d,25 (16-1-8 66.00%),14 (0.56),←,
2,"Hopper, Jacob",21y 102d,30 (18-1-11 61.67%),12 (0.40),←,
25,"Keeffe, Lachlan",28y 35d,43 (25-0-18 58.14%),8 (0.19),3 (0-0-3 0.00%),1 (0.33)
17,"Langdon, Zac",22y 187d,6 (3-0-3 50.00%),6 (1.00),←,
38,"Lloyd, Daniel",26y 90d,16 (9-3-4 65.63%),12 (0.75),←,
37,"Lobb, Rory",25y 99d,60 (33-2-25 56.67%),55 (0.92),←,
39,"Mohr, Tim",29y 212d,47 (7-0-40 14.89%),1 (0.02),←,
36,"Perryman, Harry",19y 151d,10 (4-1-5 45.00%),1 (0.10),←,
50,"Reid, Sam",28y 193d,52 (26-3-23 52.88%),22 (0.42),42 (20-3-19 51.19%),21 (0.50)
23,"Shaw, Heath",32y 173d,271 (163-5-103 61.07%),39 (0.14),98 (53-3-42 55.61%),2 (0.02)
5,"Shiel, Dylan",25y 71d,121 (50-3-68 42.56%),60 (0.50),←,
14,"Taranto, Tim",20y 111d,23 (14-1-8 63.04%),9 (0.39),←,
20,"Tomlinson, Adam",24y 282d,100 (36-3-61 37.50%),22 (0.22),←,
8,"Ward, Callan",28y 39d,201 (87-3-111 44.03%),101 (0.50),141 (55-3-83 40.07%),68 (0.48)
6,"Whitfield, Lachie",23y 305d,99 (42-3-54 43.94%),45 (0.45),←,
Totals,Totals,25y 18d,1745 (821-43-881 47.05%),919 (0.53),,
C,"Cameron, Leon",45y 259d,102 (53-3-46 53.43%),,←,
