Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Brand, Kaiden",3,3.0,6,9,,,,1.0,,1.0,,1.0,,,,5,4,1.0,,4.0,,,90.0
9,"Burgoyne, Shaun",9,9.0,15,24,,1.0,,1.0,,4.0,,2.0,,,,6,17,1.0,1.0,,2.0,,88.0
5,"Burton, Ryan",9,1.0,10,19,,,,4.0,2.0,2.0,1.0,5.0,2.0,2.0,,8,12,,,4.0,,,83.0
46,"Cousins, James",5,1.0,8,13,,,,1.0,1.0,1.0,,1.0,,,,5,8,,,,,,71.0
8,"Duryea, Taylor",6,4.0,8,14,,,,6.0,2.0,,,2.0,2.0,1.0,,5,9,,,1.0,,,86.0
6,"Gibson, Josh",2,,7,9,,,,,1.0,,,1.0,1.0,1.0,,2,7,,,6.0,,,66.0
19,"Gunston, Jack",16,12.0,3,19,5.0,1.0,,4.0,1.0,2.0,2.0,2.0,1.0,,1.0,5,14,,3.0,1.0,,,90.0
37,"Hardwick, Blake",6,4.0,4,10,,,,7.0,,1.0,1.0,3.0,2.0,,,2,8,,,2.0,,1.0,78.0
4,"Hartung, Billy",12,6.0,13,25,,1.0,,3.0,2.0,3.0,1.0,3.0,,1.0,,2,24,,,,8.0,,76.0
31,"Henderson, Ricky",14,8.0,8,22,1.0,1.0,,2.0,2.0,4.0,,2.0,,1.0,,3,20,,,,2.0,1.0,80.0
17,"Howe, Daniel",8,1.0,8,16,,,,2.0,2.0,1.0,,4.0,1.0,3.0,,4,11,,,2.0,,,79.0
29,"Langford, Will",9,3.0,8,17,,,,8.0,,4.0,3.0,3.0,,1.0,,7,11,,,4.0,2.0,2.0,79.0
7,"McEvoy, Ben",5,4.0,6,11,1.0,,32.0,3.0,,1.0,2.0,,1.0,,,5,6,3.0,1.0,2.0,,1.0,84.0
3,"Mitchell, Tom",13,5.0,26,39,1.0,,,8.0,4.0,5.0,6.0,7.0,,1.0,,11,27,,,1.0,,,93.0
23,"OBrien, Tim",13,6.0,4,17,2.0,1.0,1.0,3.0,1.0,1.0,,2.0,2.0,,,4,13,,1.0,2.0,,,81.0
28,"Puopolo, Paul",4,1.0,7,11,,1.0,,5.0,,,,3.0,2.0,1.0,,6,4,,,,,,84.0
2,"Roughead, Jarryd",10,5.0,11,21,,1.0,3.0,4.0,,4.0,4.0,4.0,,1.0,,14,9,2.0,,3.0,,1.0,92.0
26,"Shiels, Liam",8,3.0,11,19,,,,10.0,5.0,2.0,3.0,2.0,,1.0,,6,13,,,1.0,,,85.0
21,"Sicily, James",7,3.0,6,13,,,,2.0,,3.0,,1.0,,,,3,9,,,1.0,7.0,2.0,83.0
16,"Smith, Isaac",15,4.0,9,24,1.0,,,3.0,4.0,4.0,3.0,2.0,,,,6,17,,,2.0,,1.0,76.0
40,"Stewart, Kade",2,1.0,3,5,1.0,,,6.0,,1.0,,1.0,1.0,1.0,,1,4,,1.0,2.0,,2.0,72.0
11,"Whitecross, Brendan",5,3.0,8,13,,,,6.0,1.0,2.0,1.0,1.0,,,,3,10,,,,,,84.0
Totals,Totals,181,87.0,189,370,12.0,7.0,36.0,89.0,28.0,46.0,27.0,52.0,15.0,15.0,1.0,113,257,7.0,7.0,38.0,21.0,11.0,
Opposition,Opposition,221,111.0,203,424,13.0,17.0,52.0,73.0,33.0,49.0,42.0,41.0,15.0,15.0,5.0,144,291,9.0,17.0,54.0,8.0,9.0,
