0,1,2,3,4,5,6
←,"Round: 21 Venue: Waverley Park Date: Sat, 25-Aug-1990 2:10 PM Attendance: 15342","Round: 21 Venue: Waverley Park Date: Sat, 25-Aug-1990 2:10 PM Attendance: 15342","Round: 21 Venue: Waverley Park Date: Sat, 25-Aug-1990 2:10 PM Attendance: 15342","Round: 21 Venue: Waverley Park Date: Sat, 25-Aug-1990 2:10 PM Attendance: 15342","Round: 21 Venue: Waverley Park Date: Sat, 25-Aug-1990 2:10 PM Attendance: 15342",→
←,Richmond,2.1.13,5.1.31,7.4.46,7.8.50,→
←,Melbourne,2.2.14,7.11.53,9.14.68,12.14.86,→
←,Qrt margin,ME by 1,ME by 22,ME by 22,ME by 36,→
←,Qrt scores,ME 14-13,ME 39-18,15-15,ME 18-4,→
←,Field umpires,"Murray Bird (8), Shane Harris (47)","Murray Bird (8), Shane Harris (47)","Murray Bird (8), Shane Harris (47)","Murray Bird (8), Shane Harris (47)",→
