West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Butler, Sam",11,5.0,2,13,,,,2.0,1.0,2.0,,3.0,,1.0,,1,10,,,1.0,,,82.0
20,"Cox, Dean",11,8.0,7,18,2.0,1.0,16.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,8,10,,1.0,2.0,3.0,,72.0
27,"Darling, Jack",10,8.0,8,18,5.0,1.0,,3.0,,1.0,,4.0,,2.0,,10,9,3.0,5.0,4.0,1.0,,92.0
3,"Gaff, Andrew",17,2.0,13,30,1.0,2.0,,2.0,1.0,4.0,3.0,2.0,1.0,,1.0,9,22,,,1.0,4.0,,89.0
23,"Glass, Darren",8,7.0,8,16,,,1.0,2.0,1.0,,,3.0,2.0,1.0,,8,8,2.0,,3.0,,,84.0
43,"Hams, Ashton",9,5.0,4,13,3.0,1.0,,4.0,1.0,2.0,2.0,3.0,2.0,3.0,,8,7,1.0,2.0,1.0,,2.0,85.0
33,"Hill, Josh",6,2.0,2,8,4.0,1.0,,1.0,,,,1.0,,1.0,,3,4,,2.0,,,,89.0
25,"Hurn, Shannon",17,8.0,2,19,2.0,,,3.0,1.0,6.0,1.0,1.0,,,,4,13,2.0,1.0,4.0,1.0,1.0,84.0
4 ↓,"Kerr, Daniel",1,1.0,3,4,,,,2.0,,,,,,,,3,1,,,,,,36.0
21,"Lynch, Quinten",8,5.0,4,12,1.0,1.0,3.0,5.0,,4.0,,1.0,1.0,1.0,,5,7,2.0,2.0,1.0,,1.0,94.0
16,"Mackenzie, Eric",5,5.0,5,10,,,,,2.0,1.0,,1.0,,1.0,,5,5,1.0,,9.0,,,96.0
7,"Masten, Chris",16,7.0,13,29,1.0,,,3.0,,7.0,3.0,3.0,1.0,2.0,,11,18,2.0,,,,3.0,84.0
35 ↑,"McGinnity, Patrick",8,2.0,5,13,1.0,,,2.0,,4.0,2.0,1.0,1.0,,,4,8,,1.0,,,,44.0
9,"Naitanui, Nic",7,5.0,8,15,3.0,,36.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,13,2,5.0,2.0,4.0,1.0,1.0,78.0
11,"Priddis, Matt",11,,18,29,1.0,,,5.0,,4.0,7.0,7.0,4.0,3.0,,14,15,,,,2.0,1.0,88.0
24,"Rosa, Matt",17,5.0,11,28,,,1.0,7.0,1.0,7.0,2.0,4.0,,1.0,,3,23,,1.0,3.0,,2.0,86.0
31,"Schofield, Will",11,9.0,6,17,,,,,2.0,3.0,,1.0,1.0,1.0,,7,10,1.0,,3.0,,,92.0
37,"Selwood, Adam",11,4.0,7,18,,,,1.0,1.0,3.0,,3.0,2.0,,,8,10,,,2.0,,,83.0
10,"Selwood, Scott",8,6.0,8,16,1.0,,,8.0,1.0,4.0,3.0,1.0,1.0,,,5,11,,,1.0,,2.0,84.0
5,"Sheppard, Brad",2,,7,9,1.0,,,1.0,,,,3.0,,1.0,,4,5,,,,1.0,,87.0
13,"Shuey, Luke",10,2.0,12,22,1.0,,,6.0,2.0,6.0,10.0,2.0,2.0,1.0,,12,12,,,1.0,3.0,3.0,84.0
8,"Waters, Beau",19,8.0,11,30,1.0,,,4.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,7,22,1.0,,3.0,7.0,,87.0
Totals,Totals,223,104.0,164,387,28.0,7.0,57.0,67.0,21.0,68.0,39.0,52.0,23.0,22.0,6.0,152,232,20.0,17.0,43.0,23.0,16.0,
Opposition,Opposition,162,50.0,134,296,12.0,5.0,30.0,68.0,35.0,35.0,56.0,55.0,23.0,23.0,,131,163,5.0,4.0,50.0,9.0,7.0,
