Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",12,2,4,16,2,2.0,,,,,,,1.0,3.0,,,,,,,,,
35,"Athorn, Mark",4,,2,6,,,,,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",6,1,6,12,,,,2.0,,,,,,1.0,,,,,,,,,
18,"Blakey, John",16,7,9,25,1,,,4.0,,,,,4.0,,,,,,,,,,
41,"Bourke, Peter",3,1,1,4,,,,3.0,,,,,,,,,,,,,,,
5,"Brockhurst, Andrew",6,2,4,10,,,,1.0,,,,,4.0,2.0,,,,,,,,,
40,"Clayton, Scott",20,5,5,25,,,,1.0,,,,,2.0,1.0,,,,,,,,,
2,"Dilena, Carl",3,,8,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
36,"Dundas, Matthew",14,2,3,17,1,,,4.0,,,,,5.0,,,,,,,,,,
7,"Gale, Michael",12,1,5,17,1,,,2.0,,,,,2.0,3.0,,,,,,,,,
12,"Kickett, Dale",4,1,9,13,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",11,8,1,12,2,,2.0,,,,,,1.0,,,,,,,,,,
29,"Lyon, Ross",14,3,13,27,1,1.0,,4.0,,,,,1.0,,,,,,,,,,
9,"Rendell, Matthew",9,3,4,13,,,9.0,,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",13,4,4,17,2,4.0,,3.0,,,,,1.0,,,,,,,,,,
33,"Stephens, Brett",6,2,8,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
31,"Strooper, David",10,2,3,13,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
39,"Trewella, Mark",9,5,3,12,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,
30,"Waterson, Chris",7,,9,16,,,,1.0,,,,,2.0,,,,,,,,,,
34,"Woods, Tony",8,3,1,9,,,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,52,102,289,11,11.0,12.0,36.0,,,,,31.0,17.0,,,,,,,,,
Opposition,Opposition,220,76,122,342,22,18.0,33.0,23.0,,,,,17.0,31.0,6.0,,,,,,,,
