Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Bower, Nathan",20y 12d,2 (1-0-1 50.00%),2 (1.00),←,
14,"Breman, Todd",26y 236d,32 (12-0-20 37.50%),21 (0.66),9 (2-0-7 22.22%),6 (0.67)
9,"Campbell, Wayne",19y 271d,24 (8-0-16 33.33%),14 (0.58),←,
18,"Edwards, Stuart",19y 335d,12 (3-0-9 25.00%),14 (1.17),←,
13,"Francis, Matthew",21y 296d,12 (2-0-10 16.67%),10 (0.83),←,
25,"Gale, Brendon",23y 338d,53 (17-0-36 32.08%),39 (0.74),←,
34,"Hogg, Jeff",25y 249d,115 (35-0-80 30.43%),222 (1.93),←,
42,"Honybun, David",30y 78d,53 (18-0-35 33.96%),38 (0.72),48 (15-0-33 31.25%),36 (0.75)
16,"Jackson, Stevan",22y 103d,49 (24-0-25 48.98%),88 (1.80),11 (2-0-9 18.18%),20 (1.82)
2,"Keays, Terry",22y 48d,41 (15-0-26 36.59%),40 (0.98),21 (6-0-15 28.57%),29 (1.38)
33,"Knights, Matthew",21y 259d,79 (24-0-55 30.38%),54 (0.68),←,
4,"Lambert, Craig",23y 259d,94 (27-0-67 28.72%),43 (0.46),←,
5,"Lennon, Bruce",21y 202d,8 (2-0-6 25.00%),2 (0.25),←,
27,"Maxfield, Stuart",20y 72d,19 (4-0-15 21.05%),5 (0.26),←,
28,"McQueen, Mark",22y 163d,15 (4-0-11 26.67%),2 (0.13),←,
6,"Naish, Chris",20y 267d,37 (11-0-26 29.73%),61 (1.65),←,
1,"ODwyer, Steven",26y 153d,87 (52-0-35 59.77%),45 (0.52),3 (1-0-2 33.33%),
21,"Powell, Tim",24y 67d,58 (17-0-41 29.31%),39 (0.67),←,
17,"Smith, Craig",25y 145d,66 (16-0-50 24.24%),20 (0.30),←,
3,"Weightman, Dale",32y 261d,257 (115-2-140 45.14%),335 (1.30),←,
Totals,Totals,23y 209d,1113 (407-2-704 36.57%),1094 (0.98),,
C,"Jeans, Allan",58y 273d,566 (355-2-209 62.90%),,12 (3-0-9 25.00%),
