Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",4,1,4,8,,,,,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",18,4,10,28,,,,1.0,,,,,2.0,,,,,,,,,,
26,"Cox, Simon",5,4,6,11,1,,1.0,1.0,,,,,1.0,,,,,,,,,,
14,"Darcy, Luke",10,4,4,14,,1.0,8.0,1.0,,,,,2.0,1.0,,,,,,,,,
3,"Grant, Chris",8,7,4,12,1,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,
29,"Griffin, Daryl",10,1,2,12,,1.0,,,,,,,3.0,1.0,,,,,,,,,
6,"Johnson, Brad",14,9,3,17,2,2.0,,3.0,,,,,1.0,2.0,,,,,,,,,
2,"Kolyniuk, Steven",5,2,5,10,,,,,,,,,1.0,2.0,,,,,,,,,
35,"Kretiuk, Steven",4,4,5,9,,,,4.0,,,,,1.0,1.0,,,,,,,,,
36,"Lane, Tyson",1,1,2,3,,,,2.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",15,4,13,28,,,,6.0,,,,,1.0,3.0,,,,,,,,,
27,"Macpherson, Stephen",15,4,11,26,,,,1.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",8,4,1,9,4,1.0,,1.0,,,,,,1.0,,,,,,,,,
21,"Phillipou, Sam",3,2,5,8,,,,,,,,,1.0,,,,,,,,,,
11,"Romero, Jose",2,,1,3,,,,,,,,,,,,,,,,,,,
5,"Smith, Rohan",14,8,6,20,,,,,,,,,2.0,1.0,,,,,,,,,
8,"Southern, Daniel",5,5,6,11,1,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
17,"Standfield, Barry",9,2,2,11,,,2.0,1.0,,,,,3.0,,,,,,,,,,
24,"Wallis, Stephen",8,1,6,14,,,,,,,,,2.0,,,,,,,,,,
7,"West, Scott",15,,12,27,,1.0,,4.0,,,,,3.0,1.0,,,,,,,,,
15,"Wynd, Scott",1,3,8,9,,,9.0,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,70,116,290,9,10.0,22.0,27.0,,,,,29.0,18.0,,,,,,,,,
Opposition,Opposition,185,63,88,273,13,18.0,16.0,32.0,,,,,18.0,29.0,6.0,,,,,,,,
