Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",10,3,6,16,,,,5.0,,4.0,1.0,3.0,1.0,1.0,,5.0,10.0,1.0,,1.0,1.0,,79.0
14,"Birchall, Grant",10,6,9,19,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,3.0,16.0,,,,,1.0,81.0
30,"Brown, Campbell",7,6,5,12,1,,,1.0,,4.0,,,1.0,,,5.0,9.0,1.0,1.0,5.0,2.0,,87.0
39,"Campbell, Robert",3,3,6,9,,,14.0,3.0,,1.0,,3.0,,3.0,,1.0,8.0,,,5.0,,,71.0
9,"Crawford, Shane",10,6,12,22,1,,,3.0,2.0,4.0,3.0,1.0,2.0,1.0,,6.0,17.0,,1.0,1.0,1.0,,77.0
24,"Croad, Trent",3,2,2,5,,,,,1.0,1.0,,,1.0,,,2.0,3.0,,,2.0,,,50.0
31,"Dew, Stuart",10,3,4,14,,,,4.0,,3.0,,2.0,2.0,2.0,,6.0,10.0,,,3.0,,,72.0
23,"Franklin, Lance",14,7,1,15,8,2.0,1.0,2.0,,4.0,,12.0,1.0,3.0,,9.0,6.0,4.0,6.0,5.0,,1.0,98.0
18,"Guerra, Brent",9,6,3,12,,,,1.0,2.0,3.0,,4.0,1.0,1.0,,3.0,9.0,,,1.0,1.0,1.0,90.0
15,"Hodge, Luke",15,6,1,16,,,,,8.0,1.0,,,,,,7.0,9.0,4.0,,4.0,1.0,,94.0
4,"Ladson, Rick",5,2,8,13,,,,1.0,,2.0,,2.0,,2.0,,3.0,10.0,1.0,,4.0,1.0,2.0,70.0
3,"Lewis, Jordan",16,8,6,22,1,1.0,,,,6.0,6.0,2.0,,1.0,,6.0,17.0,,,4.0,,1.0,88.0
5,"Mitchell, Sam",19,2,11,30,,,,4.0,1.0,3.0,5.0,7.0,2.0,3.0,,11.0,19.0,,,2.0,,1.0,91.0
29,"Murphy, Tom",4,4,8,12,,,,1.0,5.0,,,,,,,3.0,8.0,,,6.0,,,88.0
7,"Osborne, Michael",16,6,4,20,4,2.0,,1.0,2.0,6.0,3.0,3.0,2.0,2.0,,5.0,15.0,,1.0,,3.0,1.0,92.0
34,"Renouf, Brent",5,4,5,10,,,9.0,4.0,,1.0,1.0,3.0,1.0,2.0,,2.0,8.0,,,,1.0,,58.0
33,"Rioli, Cyril",9,6,8,17,,1.0,,4.0,1.0,4.0,1.0,1.0,1.0,,,5.0,13.0,,,,,2.0,93.0
2,"Roughead, Jarryd",12,10,6,18,3,3.0,,4.0,,1.0,1.0,3.0,,2.0,,8.0,10.0,3.0,6.0,2.0,,,97.0
12,"Sewell, Brad",16,8,15,31,,1.0,,8.0,1.0,5.0,8.0,1.0,1.0,,,12.0,18.0,1.0,1.0,,,,94.0
44,"Stokes, Cameron",4,2,4,8,,,,2.0,1.0,2.0,1.0,1.0,,1.0,,1.0,7.0,,,,,,57.0
6,"Williams, Mark",3,2,3,6,,2.0,,1.0,,3.0,1.0,,,,,4.0,3.0,1.0,,1.0,3.0,1.0,90.0
11,"Young, Clinton",13,12,7,20,,1.0,,4.0,3.0,5.0,,1.0,2.0,,,3.0,17.0,,,1.0,2.0,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,114,134,347,18,19.0,24.0,54.0,28.0,65.0,31.0,51.0,19.0,25.0,,110.0,242.0,16.0,16.0,47.0,16.0,11.0,
Opposition,Opposition,221,137,202,423,11,10.0,31.0,47.0,46.0,41.0,29.0,47.0,25.0,19.0,,105.0,319.0,9.0,12.0,36.0,14.0,7.0,
