Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",15,4,6,21,,1.0,,1.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,
32,"Blumfield, Justin",13,7,8,21,1,1.0,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,
23,"Bolton, Mark",5,3,4,9,,,,2.0,2.0,2.0,,,,3.0,,,,,,,,,
28,"Bomford, Andrew",3,3,4,7,,,,,1.0,1.0,,,,2.0,,,,,,,,,
14,"Calthorpe, David",4,2,5,9,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
33,"Caracella, Blake",14,7,9,23,1,,,1.0,,3.0,2.0,1.0,1.0,,,,,,,,,,
9,"Cockatoo-Collins, Che",8,,3,11,,,,1.0,2.0,3.0,,2.0,1.0,1.0,,,,,,,,,
38,"Denham, Sean",3,,2,5,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,
22,"Doolan, Ben",9,8,9,18,,,,2.0,2.0,,1.0,,,1.0,,,,,,,,,
31,"Fletcher, Dustin",8,4,2,10,,,1.0,,5.0,,1.0,,2.0,,,,,,,,,,
30,"Fraser, Mark",17,5,5,22,,2.0,,7.0,3.0,8.0,2.0,2.0,1.0,2.0,,,,,,,,,
11,"Hardwick, Damien",13,4,12,25,,,,3.0,9.0,,3.0,1.0,3.0,2.0,,,,,,,,,
26,"Heffernan, Chris",7,1,7,14,,,,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,
18,"Lloyd, Matthew",11,6,1,12,,4.0,,1.0,,3.0,,,1.0,,,,,,,,,,
25,"Lucas, Scott",15,8,,15,6,,,1.0,,7.0,,1.0,2.0,3.0,,,,,,,,,
2,"Mercuri, Mark",4,3,1,5,,1.0,,,,2.0,,,1.0,,,,,,,,,,
24,"Misiti, Joe",1,1,4,5,,,,,,,,,,,,,,,,,,,
29,"Moorcroft, Gary",3,1,2,5,,,,3.0,,,,,1.0,4.0,,,,,,,,,
3,"OConnor, Ryan",5,2,4,9,3,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
10,"ODonnell, Gary",14,4,8,22,,,,3.0,3.0,2.0,4.0,2.0,1.0,,,,,,,,,,
19,"Somerville, Peter",4,3,6,10,,,16.0,1.0,1.0,1.0,5.0,1.0,,1.0,,,,,,,,,
6,"Wellman, Sean",3,1,3,6,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,77,105,284,11,10.0,18.0,33.0,38.0,39.0,24.0,16.0,21.0,24.0,,,,,,,,,
Opposition,Opposition,217,112,117,334,14,16.0,38.0,41.0,25.0,57.0,26.0,24.0,24.0,21.0,6.0,,,,,,,,
