Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Biggs, Shane",14,4,6,20,,,,2.0,2.0,3.0,,1.0,,,,5.0,17.0,,,4.0,1.0,,87.0
4,"Bontempelli, Marcus",15,8,4,19,1,,,9.0,,2.0,2.0,2.0,2.0,1.0,3.0,9.0,9.0,3.0,1.0,1.0,,1.0,86.0
5,"Boyd, Matthew",13,6,9,22,,,,3.0,6.0,4.0,1.0,1.0,,,,7.0,12.0,1.0,,,,1.0,75.0
17,"Boyd, Tom",2,1,2,4,,,5.0,4.0,,,,2.0,,1.0,,2.0,2.0,1.0,,3.0,,,90.0
12,"Cordy, Zaine",5,2,2,7,1,1.0,,2.0,1.0,2.0,,3.0,,1.0,,3.0,5.0,,1.0,2.0,,1.0,85.0
6,"Dahlhaus, Luke",13,1,15,28,,,,2.0,3.0,3.0,1.0,5.0,1.0,2.0,,9.0,17.0,,,,,1.0,77.0
35,"Daniel, Caleb",9,4,8,17,1,,,6.0,,5.0,2.0,1.0,,,,8.0,10.0,,1.0,1.0,3.0,,86.0
29,"Dickson, Tory",13,7,5,18,1,,,2.0,2.0,4.0,,7.0,,3.0,,3.0,14.0,1.0,1.0,,,,89.0
20,"Dunkley, Josh",9,4,10,19,,1.0,1.0,4.0,1.0,3.0,3.0,5.0,1.0,2.0,,7.0,13.0,,,1.0,,,85.0
30,"Hamling, Joel",7,7,2,9,,,,,,1.0,,,1.0,,,2.0,7.0,1.0,,9.0,,,91.0
13,"Hrovat, Nathan",7,5,7,14,1,,,4.0,1.0,1.0,2.0,,,,,4.0,10.0,,1.0,1.0,,,76.0
7,"Hunter, Lachie",11,5,10,21,1,1.0,,1.0,1.0,4.0,1.0,2.0,2.0,2.0,,7.0,14.0,,1.0,1.0,,2.0,88.0
39,"Johannisen, Jason",15,6,7,22,1,,,2.0,4.0,8.0,3.0,2.0,2.0,,2.0,8.0,14.0,1.0,,2.0,2.0,,82.0
46,"Jong, Lin",7,4,11,18,,,1.0,3.0,3.0,3.0,3.0,,1.0,,,11.0,6.0,,,,,,87.0
38,"Morris, Dale",7,6,2,9,,,,2.0,1.0,,,2.0,1.0,1.0,,4.0,5.0,1.0,,6.0,,,85.0
42,"Picken, Liam",10,1,8,18,,,,7.0,2.0,4.0,1.0,5.0,2.0,2.0,,6.0,12.0,,,1.0,,1.0,88.0
18,"Roberts, Fletcher",7,2,3,10,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,5.0,5.0,1.0,,8.0,,,93.0
23,"Roughead, Jordan",9,3,4,13,1,1.0,11.0,2.0,1.0,3.0,,1.0,1.0,1.0,,6.0,8.0,2.0,2.0,5.0,,,91.0
14,"Smith, Clay",1,,1,2,,,,,,1.0,,,,,,1.0,1.0,,,,,,13.0
9,"Stringer, Jake",7,6,5,12,1,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,,6.0,7.0,1.0,3.0,2.0,,,79.0
19,"Webb, Lukas",8,3,7,15,,1.0,,3.0,1.0,3.0,5.0,2.0,1.0,1.0,,8.0,8.0,1.0,1.0,1.0,,,82.0
10,"Wood, Easton",10,10,10,20,,,,,1.0,3.0,,1.0,2.0,,,11.0,11.0,3.0,,1.0,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,95,138,337,9,7.0,18.0,61.0,34.0,59.0,25.0,46.0,18.0,19.0,5.0,132.0,207.0,17.0,12.0,49.0,6.0,8.0,
Opposition,Opposition,225,111,196,421,7,5.0,44.0,58.0,51.0,45.0,31.0,56.0,19.0,18.0,1.0,136.0,287.0,10.0,7.0,41.0,10.0,5.0,
