Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",25y 209d,111 (46-2-63 42.34%),32 (0.29),←,
8,"Austin, Matt",22y 74d,15 (8-0-7 53.33%),2 (0.13),←,
18,"Banfield, Todd",20y 349d,33 (9-0-24 27.27%),40 (1.21),←,
20,"Black, Simon",32y 70d,285 (160-4-121 56.84%),161 (0.56),←,
16,"Brown, Jonathan",29y 226d,205 (125-3-77 61.71%),487 (2.38),←,
1,"Clark, Mitch",23y 236d,76 (30-2-44 40.79%),51 (0.67),←,
22,"Collier, Tom",22y 79d,26 (8-0-18 30.77%),4 (0.15),←,
41,"Golby, Mitch",19y 252d,1 (0-0-1 0.00%),,←,
42,"Green, Josh",18y 292d,4 (2-0-2 50.00%),,←,
11,"Hanley, Pearce",22y 209d,23 (5-0-18 21.74%),3 (0.13),←,
23,"Leuenberger, Matthew",23y 5d,55 (20-1-34 37.27%),7 (0.13),←,
36,"Maguire, Matt",27y 13d,118 (61-1-56 52.12%),19 (0.16),19 (7-0-12 36.84%),
9,"McGrath, Ashley",28y 23d,165 (83-2-80 50.91%),123 (0.75),←,
24,"Patfull, Joel",26y 187d,110 (45-3-62 42.27%),21 (0.19),←,
31,"Polkinghorne, James",22y 142d,50 (20-1-29 41.00%),28 (0.56),←,
6,"Power, Luke",31y 155d,272 (150-3-119 55.70%),218 (0.80),←,
30,"Redden, Jack",20y 185d,43 (15-1-27 36.05%),17 (0.40),←,
37,"Retzlaff, Bryce",19y 348d,6 (2-0-4 33.33%),5 (0.83),←,
10,"Rich, Daniel",21y 5d,57 (23-1-33 41.23%),30 (0.53),←,
38,"Rockliff, Tom",21y 110d,29 (6-0-23 20.69%),8 (0.28),←,
3,"Sheldon, Sam",22y 96d,29 (15-1-13 53.45%),2 (0.07),←,
32,"Stiller, Cheynee",25y 40d,87 (35-3-49 41.95%),19 (0.22),←,
Totals,Totals,23y 333d,1800 (868-28-904 48.22%),1277 (0.71),,
C,"Voss, Michael",35y 340d,57 (23-1-33 41.23%),,←,
