Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
32,"Colyer, Travis",18y 340d,8 (4-0-4 50.00%),3 (0.38),←,
29,"Davey, Alwyn",26y 76d,54 (25-1-28 47.22%),56 (1.04),←,
15,"Dempsey, Courtenay",22y 336d,46 (17-1-28 38.04%),12 (0.26),←,
31,"Fletcher, Dustin",35y 84d,327 (195-4-128 60.24%),67 (0.20),←,
3,"Gumbleton, Scott",21y 361d,22 (9-0-13 40.91%),22 (1.00),←,
34,"Hardingham, Kyle",21y 332d,2 (2-0-0 100.00%),6 (3.00),←,
19,"Hille, David",29y 58d,161 (75-1-85 46.89%),119 (0.74),←,
39,"Hocking, Heath",22y 215d,41 (17-1-23 42.68%),13 (0.32),←,
26,"Hooker, Cale",21y 290d,32 (11-0-21 34.38%),5 (0.16),←,
43,"Houli, Bachar",22y 79d,25 (10-1-14 42.00%),9 (0.36),←,
40,"Howlett, Ben",21y 282d,11 (5-0-6 45.45%),4 (0.36),←,
18,"Hurley, Michael",20y 59d,25 (9-1-15 38.00%),22 (0.88),←,
14,"Lonergan, Sam",23y 126d,50 (21-1-28 43.00%),29 (0.58),←,
10,"McVeigh, Mark",29y 185d,203 (97-3-103 48.52%),101 (0.50),←,
6,"Monfries, Angus",23y 192d,106 (38-2-66 36.79%),112 (1.06),←,
1,"Neagle, Jay",22y 194d,25 (9-1-15 38.00%),39 (1.56),←,
9,"Prismall, Brent",24y 16d,50 (29-2-19 60.00%),22 (0.44),25 (11-1-13 46.00%),7 (0.28)
37,"Reimers, Kyle",21y 201d,36 (14-1-21 40.28%),33 (0.92),←,
30,"Ryder, Paddy",22y 138d,91 (36-2-53 40.66%),40 (0.44),←,
5,"Stanton, Brent",24y 90d,137 (51-2-84 37.96%),86 (0.63),←,
4,"Watson, Jobe",25y 172d,112 (44-2-66 40.18%),44 (0.39),←,
11,"Zaharakis, David",20y 159d,28 (12-0-16 42.86%),26 (0.93),←,
Totals,Totals,23y 264d,1592 (730-26-836 45.85%),870 (0.55),,
C,"Knights, Matthew",39y 298d,63 (25-1-37 40.48%),,←,
